,date,time,ans,InputID,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st,q,counts,strategy
3420,2017/11/06,14:54:52,143,31710016,3,2,3,CHECK,0,0,3,4,1,1509947678,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,3_2,15,r
3433,2017/11/06,14:55:32,143,31710016,3,3,5,CHECK,0,0,3,4,1,1509947707,1,f,0,1,1,1,0,3,1,,,,,,,,,,,3_3,15,n
3446,2017/11/06,14:56:11,123,31710016,3,4,5,CHECK,0,0,3,2,1,1509947749,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_4,15,r
3452,2017/11/06,14:56:28,123,31710016,3,5,3,CHECK,0,0,3,2,1,1509947772,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
3460,2017/11/06,14:36:46,341,31610035,1,1,5,CHECK,0,0,1,4,3,1509946587,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,1_1,15,r
3471,2017/11/06,14:37:12,325,31610035,1,2,3,CHECK,0,0,5,2,3,1509946624,1,f,0,0,1,0,0,1,1,,,,,,,,,,F*,1_2,15,F*
3484,2017/11/06,14:37:35,321,31610035,1,3,3,CHECK,0,0,1,2,3,1509946647,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
3492,2017/11/06,14:37:46,321,31610035,1,4,5,CHECK,0,0,1,2,3,1509946656,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
3498,2017/11/06,14:37:54,321,31610035,1,5,3,CHECK,0,0,1,2,3,1509946667,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,15,F*
3504,2017/11/06,14:38:04,321,31610035,2,1,3,CHECK,0,0,1,2,3,1509946676,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1,15,F*
3510,2017/11/06,14:38:15,321,31610035,2,2,3,CHECK,0,0,1,2,3,1509946685,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,15,F*
3516,2017/11/06,14:38:23,321,31610035,2,3,3,CHECK,0,0,1,2,3,1509946696,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,15,F*
3522,2017/11/06,14:38:31,321,31610035,2,4,3,CHECK,0,0,1,2,3,1509946704,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_4,15,F*
3528,2017/11/06,14:38:41,341,31610035,2,5,3,CHECK,0,0,1,4,3,1509946712,1,f,0,1,1,1,0,3,1,,,,,,,,,,,2_5,15,n
3537,2017/11/06,14:39:06,613,31610035,3,1,3,CHECK,0,0,3,1,6,1509946728,1,f,0,1,0,1,0,2,1,,,,,,,,,r,,3_1,15,r
3548,2017/11/06,14:39:23,123,31610035,3,2,3,CHECK,0,0,3,2,1,1509946755,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2,15,r
3554,2017/11/06,14:39:34,123,31610035,3,3,3,CHECK,0,0,3,2,1,1509946764,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3,15,r
3560,2017/11/06,14:39:43,123,31610035,3,4,3,CHECK,0,0,3,2,1,1509946774,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_4,15,r
3566,2017/11/06,14:39:52,123,31610035,3,5,3,CHECK,0,0,3,2,1,1509946784,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
3574,2017/11/06,14:35:33,321,31510156,1,1,5,CHECK,0,0,1,2,3,1509946456,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
3580,2017/11/06,14:35:52,321,31510156,1,2,3,CHECK,0,0,1,2,3,1509946536,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
3586,2017/11/06,14:36:20,321,31510156,1,3,3,CHECK,0,0,1,2,3,1509946553,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
3594,2017/11/06,14:36:33,321,31510156,1,4,5,CHECK,0,0,1,2,3,1509946581,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_4,15,n
3600,2017/11/06,14:36:45,321,31510156,1,5,3,CHECK,0,0,1,2,3,1509946594,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,15,F*
3610,2017/11/06,14:37:09,321,31510156,2,1,7,CHECK,0,0,1,2,3,1509946608,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1,15,r
3616,2017/11/06,14:37:26,321,31510156,2,2,3,CHECK,0,0,1,2,3,1509946630,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2,15,r
3624,2017/11/06,14:37:46,321,31510156,2,3,5,CHECK,0,0,1,2,3,1509946647,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
3630,2017/11/06,14:37:57,321,31510156,2,4,3,CHECK,0,0,1,2,3,1509946667,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_4,15,F*
3636,2017/11/06,14:38:09,321,31510156,2,5,3,CHECK,0,0,1,2,3,1509946678,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_5,15,n
3642,2017/11/06,14:38:40,321,31510156,3,1,3,CHECK,0,0,1,2,3,1509946692,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_1,15,s
3648,2017/11/06,14:38:53,321,31510156,3,2,3,CHECK,0,0,1,2,3,1509946721,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2,15,r
3654,2017/11/06,14:39:07,321,31510156,3,3,3,CHECK,0,0,1,2,3,1509946734,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3,15,r
3660,2017/11/06,14:39:18,321,31510156,3,4,3,CHECK,0,0,1,2,3,1509946747,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_4,15,r
3666,2017/11/06,14:39:32,321,31510156,3,5,3,CHECK,0,0,1,2,3,1509946759,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
3672,2017/11/06,15:02:00,321,31610025,1,1,3,CHECK,0,0,1,2,3,1509948090,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_1,15,r
3678,2017/11/06,15:02:15,321,31610025,1,2,3,CHECK,0,0,1,2,3,1509948121,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_2,15,r
3684,2017/11/06,15:02:32,321,31610025,1,3,3,CHECK,0,0,1,2,3,1509948136,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_3,15,r
3690,2017/11/06,15:02:52,321,31610025,1,4,3,CHECK,0,0,1,2,3,1509948153,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_4,15,r
3698,2017/11/06,15:03:05,321,31610025,1,5,5,CHECK,0,0,1,2,3,1509948173,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_5,15,r
3704,2017/11/06,15:03:23,321,31610025,2,1,3,CHECK,0,0,1,2,3,1509948188,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1,15,r
3710,2017/11/06,15:03:35,321,31610025,2,2,3,CHECK,0,0,1,2,3,1509948203,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2,15,r
3716,2017/11/06,15:03:45,321,31610025,2,3,3,CHECK,0,0,1,2,3,1509948215,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3,15,r
3722,2017/11/06,15:03:55,321,31610025,2,4,3,CHECK,0,0,1,2,3,1509948227,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_4,15,r
3728,2017/11/06,15:04:04,321,31610025,2,5,3,CHECK,0,0,1,2,3,1509948235,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_5,15,r
3734,2017/11/06,15:04:26,316,31610025,3,1,3,CHECK,0,0,6,1,3,1509948247,1,f,0,1,0,1,0,2,1,,,,,,,,,,,3_1,15,n
3745,2017/11/06,15:05:02,312,31610025,3,2,5,CHECK,0,0,2,1,3,1509948289,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2,15,r
3751,2017/11/06,15:05:18,312,31610025,3,3,3,CHECK,0,0,2,1,3,1509948303,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3,15,r
3757,2017/11/06,15:05:30,321,31610025,3,4,3,CHECK,0,0,1,2,3,1509948319,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_4,15,r
3765,2017/11/06,15:05:43,312,31610025,3,5,5,CHECK,0,0,2,1,3,1509948331,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
3773,2017/11/06,14:37:16,321,s31710105,1,1,5,CHECK,0,0,1,2,3,1509946602,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
3779,2017/11/06,14:37:30,321,s31710105,1,2,3,CHECK,0,0,1,2,3,1509946642,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
3787,2017/11/06,14:37:42,321,s31710105,1,3,5,CHECK,0,0,1,2,3,1509946651,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
3793,2017/11/06,14:37:48,321,s31710105,1,4,3,CHECK,0,0,1,2,3,1509946662,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
3799,2017/11/06,14:37:55,321,s31710105,1,5,3,CHECK,0,0,1,2,3,1509946668,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,15,F*
3805,2017/11/06,14:38:13,361,s31710105,2,1,3,CHECK,0,0,1,6,3,1509946677,1,f,0,1,0,1,0,2,1,,,,,,,,s,,,2_1,15,s
3816,2017/11/06,14:38:29,321,s31710105,2,2,3,CHECK,0,0,1,2,3,1509946700,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,15,F*
3822,2017/11/06,14:38:35,321,s31710105,2,3,3,CHECK,0,0,1,2,3,1509946710,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,15,F*
3828,2017/11/06,14:38:46,321,s31710105,2,4,3,CHECK,0,0,1,2,3,1509946716,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_4,15,n
3834,2017/11/06,14:38:53,321,s31710105,2,5,3,CHECK,0,0,1,2,3,1509946726,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_5,15,F*
3840,2017/11/06,14:39:11,413,s31710105,3,1,3,CHECK,0,0,3,1,4,1509946735,1,f,0,1,1,1,0,3,1,,,,,,,,,,F*,3_1,15,F*
3855,2017/11/06,14:39:34,316,s31710105,3,2,5,CHECK,0,0,6,1,3,1509946764,1,f,0,1,0,1,0,2,1,,,,,,,,,r,,3_2,15,r
3871,2017/11/06,14:39:57,321,s31710105,3,3,3,CHECK,0,0,1,2,3,1509946792,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3,15,n
3877,2017/11/06,14:40:04,316,s31710105,3,4,3,CHECK,0,0,6,1,3,1509946797,1,f,0,1,0,1,0,2,1,,,,,,,,,,,3_4,15,n
3891,2017/11/06,14:40:36,321,s31710105,3,5,3,CHECK,0,0,1,2,3,1509946824,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
3901,2017/11/06,14:45:36,231,31710106,1,1,7,CHECK,0,0,1,3,2,1509947109,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
3907,2017/11/06,14:45:50,235,31710106,1,2,3,CHECK,0,0,5,3,2,1509947138,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,1_2,15,r
3922,2017/11/06,14:46:35,231,31710106,1,3,3,CHECK,0,0,1,3,2,1509947185,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_3,15,r
3930,2017/11/06,14:46:50,235,31710106,1,4,5,CHECK,0,0,5,3,2,1509947195,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,1_4,15,r
3945,2017/11/06,14:47:26,231,31710106,1,5,5,CHECK,0,0,1,3,2,1509947227,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_5,15,r
3951,2017/11/06,14:47:42,231,31710106,2,1,3,CHECK,0,0,1,3,2,1509947250,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1,15,n
3957,2017/11/06,14:48:00,231,31710106,2,2,3,CHECK,0,0,1,3,2,1509947263,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2,15,r
3963,2017/11/06,14:48:28,231,31710106,2,3,3,CHECK,0,0,1,3,2,1509947280,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
3969,2017/11/06,14:48:38,231,31710106,2,4,3,CHECK,0,0,1,3,2,1509947308,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_4,15,n
3975,2017/11/06,14:48:48,231,31710106,2,5,3,CHECK,0,0,1,3,2,1509947319,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_5,15,n
3981,2017/11/06,14:49:02,136,31710106,3,1,3,CHECK,0,0,6,3,1,1509947331,1,f,0,1,0,1,0,2,1,,,,,,,,,,,3_1,15,n
4007,2017/11/06,14:49:57,231,31710106,3,2,7,CHECK,0,0,1,3,2,1509947375,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2,15,r
4013,2017/11/06,14:50:07,231,31710106,3,3,3,CHECK,0,0,1,3,2,1509947398,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3,15,r
4021,2017/11/06,14:50:22,231,31710106,3,4,5,CHECK,0,0,1,3,2,1509947408,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_4,15,r
4027,2017/11/06,14:50:38,231,31710106,3,5,3,CHECK,0,0,1,3,2,1509947423,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
4039,2017/11/06,14:31:19,321,s31710125,1,1,9,CHECK,0,0,1,2,3,1509946187,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
4045,2017/11/06,14:31:34,321,s31710125,1,2,3,CHECK,0,0,1,2,3,1509946282,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
4051,2017/11/06,14:31:47,321,s31710125,1,3,3,CHECK,0,0,1,2,3,1509946294,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
4057,2017/11/06,14:32:02,321,s31710125,1,4,3,CHECK,0,0,1,2,3,1509946307,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_4,15,n
4063,2017/11/06,14:32:10,325,s31710125,1,5,3,CHECK,0,0,5,2,3,1509946323,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,1_5,15,r
4074,2017/11/06,14:32:56,321,s31710125,2,1,5,CHECK,0,0,1,2,3,1509946340,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1,15,r
4082,2017/11/06,14:34:06,321,s31710125,2,2,5,CHECK,0,0,1,2,3,1509946376,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2,15,r
4088,2017/11/06,14:34:14,321,s31710125,2,3,3,CHECK,0,0,1,2,3,1509946447,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
4094,2017/11/06,14:34:22,325,s31710125,2,4,3,CHECK,0,0,5,2,3,1509946455,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,2_4,15,r
4104,2017/11/06,14:34:44,321,s31710125,2,5,3,CHECK,0,0,1,2,3,1509946473,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_5,15,n
4111,2017/11/06,14:35:04,321,s31710125,3,1,3,CHECK,0,0,1,2,3,1509946486,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1,15,n
4119,2017/11/06,14:35:20,352,s31710125,3,2,5,CHECK,0,0,2,5,3,1509946505,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,3_2,15,r
4130,2017/11/06,14:35:57,312,s31710125,3,3,3,CHECK,0,0,2,1,3,1509946539,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3,15,r
4136,2017/11/06,14:36:18,312,s31710125,3,4,3,CHECK,0,0,2,1,3,1509946557,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_4,15,r
4142,2017/11/06,14:36:29,312,s31710125,3,5,3,CHECK,0,0,2,1,3,1509946579,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
4148,2017/11/06,14:42:55,341,31710145,1,1,3,CHECK,0,0,1,4,3,1509946965,1,f,0,1,1,1,0,3,1,,,,,,,,,,F*,1_1,15,F*
4157,2017/11/06,14:43:11,321,31710145,1,2,3,CHECK,0,0,1,2,3,1509946980,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
4163,2017/11/06,14:43:19,321,31710145,1,3,3,CHECK,0,0,1,2,3,1509946991,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
4169,2017/11/06,14:43:27,321,31710145,1,4,3,CHECK,0,0,1,2,3,1509946999,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
4175,2017/11/06,14:43:38,321,31710145,1,5,3,CHECK,0,0,1,2,3,1509947008,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
4181,2017/11/06,14:44:13,361,31710145,2,1,3,CHECK,0,0,1,6,3,1509947021,1,f,0,1,0,1,0,2,1,,,,,,,,s,,,2_1,15,s
4197,2017/11/06,14:44:37,321,31710145,2,2,3,CHECK,0,0,1,2,3,1509947066,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,15,F*
4203,2017/11/06,14:44:55,321,31710145,2,3,3,CHECK,0,0,1,2,3,1509947078,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,15,F*
4209,2017/11/06,14:45:09,321,31710145,2,4,3,CHECK,0,0,1,2,3,1509947096,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_4,15,r
4215,2017/11/06,14:45:17,321,31710145,2,5,3,CHECK,0,0,1,2,3,1509947109,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_5,15,F*
4221,2017/11/06,14:45:34,321,31710145,3,1,3,CHECK,0,0,1,2,3,1509947119,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_1,15,r
4227,2017/11/06,14:45:45,321,31710145,3,2,3,CHECK,0,0,1,2,3,1509947135,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2,15,r
4233,2017/11/06,14:45:54,325,31710145,3,3,3,CHECK,0,0,5,2,3,1509947145,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,3_3,15,r
4242,2017/11/06,14:46:11,321,31710145,3,4,3,CHECK,0,0,1,2,3,1509947158,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_4,15,r
4248,2017/11/06,14:46:21,321,31710145,3,5,3,CHECK,0,0,1,2,3,1509947172,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
4256,2017/11/06,14:47:26,321,31710117,1,1,5,CHECK,0,0,1,2,3,1509947221,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
4262,2017/11/06,14:47:38,325,31710117,1,2,3,CHECK,0,0,5,2,3,1509947247,1,f,0,0,1,0,0,1,1,,,,,,,,,,F*,1_2,15,F*
4272,2017/11/06,14:48:00,321,31710117,1,3,3,CHECK,0,0,1,2,3,1509947270,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
4278,2017/11/06,14:48:15,321,31710117,1,4,3,CHECK,0,0,1,2,3,1509947282,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
4286,2017/11/06,14:48:27,341,31710117,1,5,5,CHECK,0,0,1,4,3,1509947295,1,f,0,1,1,1,0,3,1,,,,,,,,,,,1_5,15,n
4298,2017/11/06,14:49:02,325,31710117,2,1,3,CHECK,0,0,5,2,3,1509947321,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,2_1,15,r
4309,2017/11/06,14:49:24,321,31710117,2,2,3,CHECK,0,0,1,2,3,1509947352,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,15,F*
4315,2017/11/06,14:49:36,321,31710117,2,3,3,CHECK,0,0,1,2,3,1509947365,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,15,F*
4321,2017/11/06,14:49:51,321,31710117,2,4,3,CHECK,0,0,1,2,3,1509947377,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_4,15,F*
4329,2017/11/06,14:50:04,321,31710117,2,5,5,CHECK,0,0,1,2,3,1509947392,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_5,15,n
4337,2017/11/06,14:50:26,163,31710117,3,1,5,CHECK,0,0,3,6,1,1509947409,1,f,0,1,0,1,0,2,1,,,,,,,,,,,3_1,15,n
4364,2017/11/06,14:51:31,134,31710117,3,2,5,CHECK,0,0,4,3,1,1509947478,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,3_2,15,r
4379,2017/11/06,14:52:08,132,31710117,3,3,3,CHECK,0,0,2,3,1,1509947517,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3,15,r
4387,2017/11/06,14:52:43,132,31710117,3,4,5,CHECK,0,0,2,3,1,1509947529,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_4,15,r
4395,2017/11/06,14:53:04,132,31710117,3,5,5,CHECK,0,0,2,3,1,1509947564,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
4401,2017/11/06,14:37:30,231,3161097,1,1,3,CHECK,0,0,1,3,2,1509946628,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
4407,2017/11/06,14:37:42,231,3161097,1,2,3,CHECK,0,0,1,3,2,1509946651,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_2,15,n
4413,2017/11/06,14:37:52,231,3161097,1,3,3,CHECK,0,0,1,3,2,1509946663,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
4421,2017/11/06,14:38:08,231,3161097,1,4,5,CHECK,0,0,1,3,2,1509946673,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_4,15,r
4427,2017/11/06,14:38:16,231,3161097,1,5,3,CHECK,0,0,1,3,2,1509946689,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
4435,2017/11/06,14:38:42,231,3161097,2,1,5,CHECK,0,0,1,3,2,1509946700,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1,15,n
4441,2017/11/06,14:38:53,231,3161097,2,2,3,CHECK,0,0,1,3,2,1509946722,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
4447,2017/11/06,14:39:02,231,3161097,2,3,3,CHECK,0,0,1,3,2,1509946734,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
4453,2017/11/06,14:39:11,231,3161097,2,4,3,CHECK,0,0,1,3,2,1509946742,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_4,15,n
4459,2017/11/06,14:39:21,231,3161097,2,5,3,CHECK,0,0,1,3,2,1509946751,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_5,15,n
4467,2017/11/06,14:39:46,231,3161097,3,1,5,CHECK,0,0,1,3,2,1509946765,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1,15,n
4473,2017/11/06,14:40:05,231,3161097,3,2,3,CHECK,0,0,1,3,2,1509946790,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
4481,2017/11/06,14:40:19,231,3161097,3,3,5,CHECK,0,0,1,3,2,1509946806,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3,15,n
4487,2017/11/06,14:40:28,231,3161097,3,4,3,CHECK,0,0,1,3,2,1509946819,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_4,15,r
4493,2017/11/06,14:40:40,231,3161097,3,5,3,CHECK,0,0,1,3,2,1509946828,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
4501,2017/11/06,14:27:46,321,s31710111,1,1,5,CHECK,0,0,1,2,3,1509946040,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
4507,2017/11/06,14:27:54,321,s31710111,1,2,3,CHECK,0,0,1,2,3,1509946067,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_2,15,n
4513,2017/11/06,14:28:07,321,s31710111,1,3,3,CHECK,0,0,1,2,3,1509946076,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
4519,2017/11/06,14:28:16,321,s31710111,1,4,3,CHECK,0,0,1,2,3,1509946088,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_4,15,n
4525,2017/11/06,14:28:25,321,s31710111,1,5,3,CHECK,0,0,1,2,3,1509946096,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
4531,2017/11/06,14:28:39,321,s31710111,2,1,3,CHECK,0,0,1,2,3,1509946107,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1,15,r
4537,2017/11/06,14:28:49,321,s31710111,2,2,3,CHECK,0,0,1,2,3,1509946120,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
4543,2017/11/06,14:28:57,321,s31710111,2,3,3,CHECK,0,0,1,2,3,1509946129,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
4549,2017/11/06,14:29:06,321,s31710111,2,4,3,CHECK,0,0,1,2,3,1509946138,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_4,15,n
4557,2017/11/06,14:29:15,341,s31710111,2,5,5,CHECK,0,0,1,4,3,1509946146,1,f,0,1,1,1,0,3,1,,,,,,,,,,,2_5,15,n
4576,2017/11/06,14:29:52,416,s31710111,3,1,13,CHECK,0,0,6,1,4,1509946165,1,f,0,0,1,0,0,1,1,,,,,,,,,,,3_1,15,n
4596,2017/11/06,14:30:34,356,s31710111,3,2,3,CHECK,0,0,6,5,3,1509946221,1,f,0,0,0,0,0,0,1,,,,,,,,,r,,3_2,15,r
4611,2017/11/06,14:31:00,312,s31710111,3,3,3,CHECK,0,0,2,1,3,1509946251,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3,15,r
4619,2017/11/06,14:31:14,352,s31710111,3,4,5,CHECK,0,0,2,5,3,1509946261,1,f,0,0,1,0,0,1,1,,,,,,,,,,,3_4,15,n
4628,2017/11/06,14:31:31,312,s31710111,3,5,3,CHECK,0,0,2,1,3,1509946278,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
4636,2017/11/06,14:55:08,321,31410123,1,1,5,CHECK,0,0,1,2,3,1509947684,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
4642,2017/11/06,14:55:19,321,31410123,1,2,3,CHECK,0,0,1,2,3,1509947709,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
4648,2017/11/06,14:55:27,321,31410123,1,3,3,CHECK,0,0,1,2,3,1509947720,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
4654,2017/11/06,14:55:38,321,31410123,1,4,3,CHECK,0,0,1,2,3,1509947728,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
4660,2017/11/06,14:55:58,321,31410123,1,5,3,CHECK,0,0,1,2,3,1509947739,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
4666,2017/11/06,14:56:17,321,31410123,2,1,3,CHECK,0,0,1,2,3,1509947761,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1,15,F*
4672,2017/11/06,14:56:28,321,31410123,2,2,3,CHECK,0,0,1,2,3,1509947777,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
4678,2017/11/06,14:56:36,321,31410123,2,3,3,CHECK,0,0,1,2,3,1509947789,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
