,date,time,ans,InputID,story_num,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st,q,strategy,counts,strategy_jdg
2319,2017/11/06,14:28:11,321,72,5,1,5,3,CHECK,0,0,1,2,3,1509946077,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_5,r,45,r_s
2325,2017/11/06,14:28:28,325,72,5,2,1,3,CHECK,0,0,5,2,3,1509946094,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,5_2_1,r,45,r_f
2336,2017/11/06,14:28:50,321,72,5,2,2,3,CHECK,0,0,1,2,3,1509946114,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_2,r,45,r_s
2342,2017/11/06,14:29:30,321,72,5,2,3,3,CHECK,0,0,1,2,3,1509946130,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_3,r,45,r_s
2348,2017/11/06,14:30:04,321,72,5,2,4,3,CHECK,0,0,1,2,3,1509946171,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_4,r,45,r_s
2354,2017/11/06,14:30:30,321,72,5,2,5,3,CHECK,0,0,1,2,3,1509946205,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_5,r,45,r_s
2360,2017/11/06,14:31:21,352,72,5,3,1,3,CHECK,0,0,2,5,3,1509946244,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,5_3_1,r,45,r_f
2371,2017/11/06,14:32:13,312,72,5,3,2,5,CHECK,0,0,2,1,3,1509946285,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_2,r,45,r_s
2379,2017/11/06,14:32:49,312,72,5,3,3,5,CHECK,0,0,2,1,3,1509946334,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_3,r,45,r_s
2385,2017/11/06,14:33:05,312,72,5,3,4,3,CHECK,0,0,2,1,3,1509946369,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_4,r,45,r_s
2391,2017/11/06,14:33:20,312,72,5,3,5,3,CHECK,0,0,2,1,3,1509946386,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_5,r,45,r_s
1793,2017/10/09,15:02:35,321,31710150,2,1,1,3,CHECK,0,0,1,2,3,1507528929,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_1,F*,60,F*_s
1798,2017/10/09,15:02:55,321,31710150,2,1,2,3,CHECK,0,0,1,2,3,1507528957,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_2,r,60,r_s
1803,2017/10/09,15:03:08,321,31710150,2,1,3,3,CHECK,0,0,1,2,3,1507528976,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_3,r,60,r_s
1808,2017/10/09,15:03:24,321,31710150,2,1,4,3,CHECK,0,0,1,2,3,1507528989,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_4,r,60,r_s
1815,2017/10/09,15:03:40,321,31710150,2,1,5,5,CHECK,0,0,1,2,3,1507529005,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_5,r,60,r_s
1820,2017/10/09,15:04:13,321,31710150,2,2,1,3,CHECK,0,0,1,2,3,1507529025,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_1,r,60,r_s
1825,2017/10/09,15:04:29,321,31710150,2,2,2,3,CHECK,0,0,1,2,3,1507529055,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_2,r,60,r_s
1830,2017/10/09,15:04:44,321,31710150,2,2,3,3,CHECK,0,0,1,2,3,1507529070,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_3,r,60,r_s
1837,2017/10/09,15:05:10,321,31710150,2,2,4,5,CHECK,0,0,1,2,3,1507529085,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_4,r,60,r_s
1842,2017/10/09,15:05:36,321,31710150,2,2,5,3,CHECK,0,0,1,2,3,1507529111,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_5,r,60,r_s
1849,2017/10/09,15:06:21,463,31710150,2,3,1,5,CHECK,0,0,3,6,4,1507529138,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,2_3_1,r,60,r_f
1871,2017/10/09,15:07:39,463,31710150,2,3,2,5,CHECK,0,0,3,6,4,1507529226,1,f,0,1,1,1,0,3,1,,,,,,,,,,F*,2_3_2,F*,60,F*_f
1887,2017/10/09,15:08:50,213,31710150,2,3,3,3,CHECK,0,0,3,1,2,1507529314,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_3,F*,60,F*_s
1892,2017/10/09,15:09:07,213,31710150,2,3,4,3,CHECK,0,0,3,1,2,1507529331,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_4,F*,60,F*_s
1897,2017/10/09,15:09:20,213,31710150,2,3,5,3,CHECK,0,0,3,1,2,1507529347,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_5,F*,60,F*_s
2845,2017/10/16,14:53:33,326,31710150,3,1,1,5,CHECK,0,0,6,2,3,1508133177,1,f,1,1,1,1,0,4,1,,,,,,,,,,,3_1_1,n,60,n_f
2873,2017/10/16,14:54:31,321,31710150,3,1,2,3,CHECK,0,0,1,2,3,1508133252,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_2,F*,60,F*_s
2878,2017/10/16,14:54:52,341,31710150,3,1,3,3,CHECK,0,0,1,4,3,1508133272,1,f,0,0,1,0,1,2,1,,,,,,,,,,,3_1_3,n,60,n_f
2888,2017/10/16,14:55:33,321,31710150,3,1,4,3,CHECK,0,0,1,2,3,1508133307,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_4,n,60,n_s
2893,2017/10/16,14:56:06,321,31710150,3,1,5,3,CHECK,0,0,1,2,3,1508133334,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_5,n,60,n_s
2898,2017/10/16,14:56:35,541,31710150,3,2,1,3,CHECK,0,0,1,4,5,1508133369,1,f,0,0,1,1,0,2,1,,,,,,,,,r,,3_2_1,r,60,r_f
2911,2017/10/16,14:57:22,321,31710150,3,2,2,3,CHECK,0,0,1,2,3,1508133415,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_2,n,60,n_s
2916,2017/10/16,14:57:51,321,31710150,3,2,3,3,CHECK,0,0,1,2,3,1508133443,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_3,n,60,n_s
2921,2017/10/16,14:58:20,321,31710150,3,2,4,3,CHECK,0,0,1,2,3,1508133472,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_4,n,60,n_s
2926,2017/10/16,14:58:41,321,31710150,3,2,5,3,CHECK,0,0,1,2,3,1508133500,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_5,n,60,n_s
2931,2017/10/16,14:59:08,143,31710150,3,3,1,3,CHECK,0,0,3,4,1,1508133529,1,f,0,0,1,0,1,2,1,,,,,,,,,,,3_3_1,n,60,n_f
3037,2017/10/16,15:08:14,143,31710150,3,3,2,5,CHECK,0,0,3,4,1,1508133778,1,f,0,0,1,0,1,2,1,,,,,,,,,,,3_3_2,n,60,n_f
3055,2017/10/16,15:10:11,451,31710150,3,3,3,3,CHECK,0,0,1,5,4,1508134142,1,f,0,0,1,1,0,2,1,,,,,,,,s,,,3_3_3,s,60,s_f
3146,2017/10/16,15:30:10,541,31710150,3,3,4,3,CHECK,0,0,1,4,5,1508135387,1,f,0,0,1,1,0,2,1,,,,,,,,,,,3_3_4,n,60,n_f
3164,2017/10/16,15:31:26,231,31710150,3,3,5,3,CHECK,0,0,1,3,2,1508135461,1,f,0,1,1,1,1,4,1,,,,,,,,,,,3_3_5,n,60,n_f
4448,2017/10/30,14:48:54,213,31710150,4,1,1,3,CHECK,0,0,3,1,2,1509342510,1,f,0,1,1,1,1,4,1,,,,,,,,,,,4_1_1,n,60,n_f
4461,2017/10/30,14:49:34,324,31710150,4,1,2,3,CHECK,0,0,4,2,3,1509342545,1,f,0,1,0,1,1,3,1,,,,,,,,,,,4_1_2,n,60,n_f
4478,2017/10/30,14:50:23,321,31710150,4,1,3,3,CHECK,0,0,1,2,3,1509342606,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_3,n,60,n_s
4484,2017/10/30,14:50:47,321,31710150,4,1,4,3,CHECK,0,0,1,2,3,1509342624,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_4,n,60,n_s
4490,2017/10/30,14:51:01,321,31710150,4,1,5,3,CHECK,0,0,1,2,3,1509342648,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_5,n,60,n_s
4498,2017/10/30,14:51:34,321,31710150,4,2,1,5,CHECK,0,0,1,2,3,1509342664,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_2_1,r,60,r_s
4504,2017/10/30,14:51:47,321,31710150,4,2,2,3,CHECK,0,0,1,2,3,1509342695,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_2,n,60,n_s
4510,2017/10/30,14:52:11,321,31710150,4,2,3,3,CHECK,0,0,1,2,3,1509342708,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_2_3,r,60,r_s
4516,2017/10/30,14:52:29,321,31710150,4,2,4,3,CHECK,0,0,1,2,3,1509342732,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_2_4,r,60,r_s
4522,2017/10/30,14:52:42,321,31710150,4,2,5,3,CHECK,0,0,1,2,3,1509342750,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_5,n,60,n_s
4530,2017/10/30,14:53:08,534,31710150,4,3,1,5,CHECK,0,0,4,3,5,1509342765,1,f,0,0,1,1,1,3,1,,,,,,,,,,,4_3_1,n,60,n_f
4583,2017/10/30,14:56:04,564,31710150,4,3,2,3,CHECK,0,0,4,6,5,1509342939,1,f,0,0,1,1,0,2,1,,,,,,,,,,,4_3_2,n,60,n_f
4631,2017/10/30,14:57:57,341,31710150,4,3,3,5,CHECK,0,0,1,4,3,1509343058,1,f,0,0,1,0,1,2,1,,,,,,,,,r,,4_3_3,r,60,r_f
4645,2017/10/30,14:58:39,345,31710150,4,3,4,3,CHECK,0,0,5,4,3,1509343097,1,f,0,0,1,1,1,3,1,,,,,,,,,,,4_3_4,n,60,n_f
4657,2017/10/30,14:59:22,321,31710150,4,3,5,3,CHECK,0,0,1,2,3,1509343137,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_3_5,r,60,r_s
2443,2017/11/06,14:47:06,321,31710150,5,1,1,3,CHECK,0,0,1,2,3,1509947191,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_1_1,n,60,n_s
2449,2017/11/06,14:47:24,321,31710150,5,1,2,3,CHECK,0,0,1,2,3,1509947227,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_2,F*,60,F*_s
2455,2017/11/06,14:47:39,321,31710150,5,1,3,3,CHECK,0,0,1,2,3,1509947245,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_3,r,60,r_s
2461,2017/11/06,14:47:50,321,31710150,5,1,4,3,CHECK,0,0,1,2,3,1509947260,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_4,F*,60,F*_s
2467,2017/11/06,14:48:02,321,31710150,5,1,5,3,CHECK,0,0,1,2,3,1509947271,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_5,r,60,r_s
2473,2017/11/06,14:48:20,321,31710150,5,2,1,3,CHECK,0,0,1,2,3,1509947286,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_2_1,F*,60,F*_s
2479,2017/11/06,14:48:49,325,31710150,5,2,2,3,CHECK,0,0,5,2,3,1509947301,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,5_2_2,r,60,r_f
2490,2017/11/06,14:49:28,341,31710150,5,2,3,5,CHECK,0,0,1,4,3,1509947349,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,5_2_3,r,60,r_f
2501,2017/11/06,14:49:58,321,31710150,5,2,4,3,CHECK,0,0,1,2,3,1509947378,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_4,n,60,n_s
2507,2017/11/06,14:50:08,321,31710150,5,2,5,3,CHECK,0,0,1,2,3,1509947398,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_5,n,60,n_s
2513,2017/11/06,14:50:41,361,31710150,5,3,1,3,CHECK,0,0,1,6,3,1509947411,1,f,0,1,0,1,0,2,1,,,,,,,,s,,,5_3_1,s,60,s_f
2531,2017/11/06,14:51:22,321,31710150,5,3,2,7,CHECK,0,0,1,2,3,1509947461,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_2,r,60,r_s
2537,2017/11/06,14:51:39,321,31710150,5,3,3,3,CHECK,0,0,1,2,3,1509947484,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_3,r,60,r_s
2543,2017/11/06,14:51:55,321,31710150,5,3,4,3,CHECK,0,0,1,2,3,1509947500,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_4,r,60,r_s
2551,2017/11/06,14:52:18,321,31710150,5,3,5,5,CHECK,0,0,1,2,3,1509947516,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_5,r,60,r_s
1906,2017/10/09,15:03:34,321,31710148,2,1,1,7,CHECK,0,0,1,2,3,1507528973,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1_1,n,60,n_s
1913,2017/10/09,15:04:13,321,31710148,2,1,2,5,CHECK,0,0,1,2,3,1507529017,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1_2,n,60,n_s
1918,2017/10/09,15:04:37,321,31710148,2,1,3,3,CHECK,0,0,1,2,3,1507529056,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_3,F*,60,F*_s
1929,2017/10/09,15:05:01,321,31710148,2,1,4,9,CHECK,0,0,1,2,3,1507529078,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1_4,n,60,n_s
1934,2017/10/09,15:05:23,321,31710148,2,1,5,3,CHECK,0,0,1,2,3,1507529103,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_5,F*,60,F*_s
1941,2017/10/09,15:06:09,321,31710148,2,2,1,5,CHECK,0,0,1,2,3,1507529127,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_1,r,60,r_s
1946,2017/10/09,15:06:49,321,31710148,2,2,2,3,CHECK,0,0,1,2,3,1507529170,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_2,r,60,r_s
1951,2017/10/09,15:07:12,321,31710148,2,2,3,3,CHECK,0,0,1,2,3,1507529210,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2_3,F*,60,F*_s
1956,2017/10/09,15:07:37,321,31710148,2,2,4,3,CHECK,0,0,1,2,3,1507529234,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_4,r,60,r_s
1961,2017/10/09,15:08:00,321,31710148,2,2,5,3,CHECK,0,0,1,2,3,1507529259,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_5,r,60,r_s
1966,2017/10/09,15:08:34,213,31710148,2,3,1,3,CHECK,0,0,3,1,2,1507529291,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_1,F*,60,F*_s
1971,2017/10/09,15:09:16,213,31710148,2,3,2,3,CHECK,0,0,3,1,2,1507529318,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_2,r,60,r_s
1976,2017/10/09,15:09:34,213,31710148,2,3,3,3,CHECK,0,0,3,1,2,1507529357,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_3,F*,60,F*_s
1981,2017/10/09,15:10:19,213,31710148,2,3,4,3,CHECK,0,0,3,1,2,1507529375,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_4,F*,60,F*_s
1986,2017/10/09,15:10:55,213,31710148,2,3,5,3,CHECK,0,0,3,1,2,1507529422,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_5,F*,60,F*_s
3187,2017/10/16,14:50:22,321,31710148,3,1,1,5,CHECK,0,0,1,2,3,1508133000,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_1,n,60,n_s
3196,2017/10/16,14:51:08,321,31710148,3,1,2,7,CHECK,0,0,1,2,3,1508133024,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_2,n,60,n_s
3201,2017/10/16,14:51:26,321,31710148,3,1,3,3,CHECK,0,0,1,2,3,1508133069,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_3,F*,60,F*_s
3206,2017/10/16,14:51:59,321,31710148,3,1,4,3,CHECK,0,0,1,2,3,1508133087,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_4,F*,60,F*_s
3211,2017/10/16,14:52:13,321,31710148,3,1,5,3,CHECK,0,0,1,2,3,1508133119,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_5,F*,60,F*_s
3216,2017/10/16,14:52:41,321,31710148,3,2,1,3,CHECK,0,0,1,2,3,1508133140,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_1,n,60,n_s
3221,2017/10/16,14:53:26,321,31710148,3,2,2,3,CHECK,0,0,1,2,3,1508133180,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_2,n,60,n_s
3226,2017/10/16,14:53:46,321,31710148,3,2,3,3,CHECK,0,0,1,2,3,1508133207,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_3,n,60,n_s
3231,2017/10/16,14:54:07,321,31710148,3,2,4,3,CHECK,0,0,1,2,3,1508133226,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_4,n,60,n_s
3236,2017/10/16,14:54:21,321,31710148,3,2,5,3,CHECK,0,0,1,2,3,1508133248,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_5,n,60,n_s
3245,2017/10/16,14:55:11,143,31710148,3,3,1,7,CHECK,0,0,3,4,1,1508133264,1,f,0,0,1,0,1,2,1,,,,,,,,,,,3_3_1,n,60,n_f
3358,2017/10/16,14:59:41,541,31710148,3,3,2,3,CHECK,0,0,1,4,5,1508133557,1,f,0,0,1,1,0,2,1,,,,,,,,,,,3_3_2,n,60,n_f
3395,2017/10/16,15:00:46,231,31710148,3,3,3,3,CHECK,0,0,1,3,2,1508133630,1,f,0,1,1,1,1,4,1,,,,,,,,,,,3_3_3,n,60,n_f
3434,2017/10/16,15:02:00,321,31710148,3,3,4,3,CHECK,0,0,1,2,3,1508133691,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_4,s,60,s_s
3439,2017/10/16,15:02:10,521,31710148,3,3,5,3,CHECK,0,0,1,2,5,1508133721,1,f,0,0,1,0,0,1,1,,,,,,,,,,,3_3_5,n,60,n_f
4665,2017/10/30,14:45:13,321,31710148,4,1,1,5,CHECK,0,0,1,2,3,1509342296,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_1,n,60,n_s
4671,2017/10/30,14:45:34,321,31710148,4,1,2,3,CHECK,0,0,1,2,3,1509342314,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_2,F*,60,F*_s
4677,2017/10/30,14:45:52,321,31710148,4,1,3,3,CHECK,0,0,1,2,3,1509342335,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,60,F*_s
4683,2017/10/30,14:46:06,321,31710148,4,1,4,3,CHECK,0,0,1,2,3,1509342353,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_4,F*,60,F*_s
4689,2017/10/30,14:46:21,321,31710148,4,1,5,3,CHECK,0,0,1,2,3,1509342370,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_5,F*,60,F*_s
4697,2017/10/30,14:46:47,321,31710148,4,2,1,5,CHECK,0,0,1,2,3,1509342385,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_1,n,60,n_s
4703,2017/10/30,14:47:24,321,31710148,4,2,2,3,CHECK,0,0,1,2,3,1509342409,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_2,n,60,n_s
4709,2017/10/30,14:47:35,321,31710148,4,2,3,3,CHECK,0,0,1,2,3,1509342444,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_3,F*,60,F*_s
4715,2017/10/30,14:47:49,321,31710148,4,2,4,3,CHECK,0,0,1,2,3,1509342455,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_4,F*,60,F*_s
4721,2017/10/30,14:48:04,421,31710148,4,2,5,3,CHECK,0,0,1,2,4,1509342470,1,f,0,1,0,1,1,3,1,,,,,,,,,,,4_2_5,n,60,n_f
4730,2017/10/30,14:48:27,453,31710148,4,3,1,3,CHECK,0,0,3,5,4,1509342495,1,f,0,0,1,1,1,3,1,,,,,,,,,,F*,4_3_1,F*,60,F*_f
4932,2017/10/30,14:57:54,321,31710148,4,3,2,5,CHECK,0,0,1,2,3,1509343057,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_2,n,60,n_s
4938,2017/10/30,14:58:08,321,31710148,4,3,3,3,CHECK,0,0,1,2,3,1509343075,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_3,n,60,n_s
4944,2017/10/30,14:58:21,321,31710148,4,3,4,3,CHECK,0,0,1,2,3,1509343088,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_3_4,r,60,r_s
4950,2017/10/30,14:58:33,321,31710148,4,3,5,3,CHECK,0,0,1,2,3,1509343102,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_5,n,60,n_s
2559,2017/11/06,14:36:27,321,31710148,5,1,1,5,CHECK,0,0,1,2,3,1509946566,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_1_1,n,60,n_s
2565,2017/11/06,14:36:40,321,31710148,5,1,2,3,CHECK,0,0,1,2,3,1509946588,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_2,F*,60,F*_s
2571,2017/11/06,14:36:52,321,31710148,5,1,3,3,CHECK,0,0,1,2,3,1509946601,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_3,F*,60,F*_s
2577,2017/11/06,14:37:06,321,31710148,5,1,4,3,CHECK,0,0,1,2,3,1509946613,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_4,F*,60,F*_s
2583,2017/11/06,14:37:16,321,31710148,5,1,5,3,CHECK,0,0,1,2,3,1509946627,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_5,F*,60,F*_s
2589,2017/11/06,14:37:34,321,31710148,5,2,1,3,CHECK,0,0,1,2,3,1509946639,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_1,n,60,n_s
2595,2017/11/06,14:37:46,321,31710148,5,2,2,3,CHECK,0,0,1,2,3,1509946655,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_2,n,60,n_s
2601,2017/11/06,14:37:56,321,31710148,5,2,3,3,CHECK,0,0,1,2,3,1509946667,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_3,n,60,n_s
2607,2017/11/06,14:38:05,321,31710148,5,2,4,3,CHECK,0,0,1,2,3,1509946677,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_4,n,60,n_s
2613,2017/11/06,14:38:16,321,31710148,5,2,5,3,CHECK,0,0,1,2,3,1509946686,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_5,n,60,n_s
2619,2017/11/06,14:38:51,341,31710148,5,3,1,3,CHECK,0,0,1,4,3,1509946715,1,f,0,1,1,1,0,3,1,,,,,,,,,,,5_3_1,n,60,n_f
2635,2017/11/06,14:39:24,132,31710148,5,3,2,3,CHECK,0,0,2,3,1,1509946746,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_2,r,60,r_s
2641,2017/11/06,14:39:39,132,31710148,5,3,3,3,CHECK,0,0,2,3,1,1509946765,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_3,r,60,r_s
2647,2017/11/06,14:39:50,132,31710148,5,3,4,3,CHECK,0,0,2,3,1,1509946780,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_4,r,60,r_s
2653,2017/11/06,14:40:05,132,31710148,5,3,5,3,CHECK,0,0,2,3,1,1509946791,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_5,n,60,n_s
1991,2017/10/09,15:08:25,321,31510058,2,1,1,3,CHECK,0,0,1,2,3,1507529271,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_1,F*,60,F*_s
1996,2017/10/09,15:08:36,321,31510058,2,1,2,3,CHECK,0,0,1,2,3,1507529306,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1_2,n,60,n_s
2005,2017/10/09,15:08:46,321,31510058,2,1,3,7,CHECK,0,0,1,2,3,1507529316,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1_3,n,60,n_s
2010,2017/10/09,15:08:54,321,31510058,2,1,4,3,CHECK,0,0,1,2,3,1507529326,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_4,F*,60,F*_s
2015,2017/10/09,15:09:04,321,31510058,2,1,5,3,CHECK,0,0,1,2,3,1507529334,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_5,F*,60,F*_s
2022,2017/10/09,15:09:23,521,31510058,2,2,1,5,CHECK,0,0,1,2,5,1507529351,1,f,0,0,1,1,1,3,1,,,,,,,,,,F*,2_2_1,F*,60,F*_f
2032,2017/10/09,15:09:45,321,31510058,2,2,2,3,CHECK,0,0,1,2,3,1507529373,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2_2,F*,60,F*_s
2037,2017/10/09,15:09:57,321,31510058,2,2,3,3,CHECK,0,0,1,2,3,1507529387,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_3,r,60,r_s
2042,2017/10/09,15:10:09,321,31510058,2,2,4,3,CHECK,0,0,1,2,3,1507529398,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2_4,F*,60,F*_s
2049,2017/10/09,15:10:25,321,31510058,2,2,5,5,CHECK,0,0,1,2,3,1507529410,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2_5,n,60,n_s
2058,2017/10/09,15:10:57,312,31510058,2,3,1,7,CHECK,0,0,2,1,3,1507529434,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_1,r,60,r_s
2063,2017/10/09,15:11:27,213,31510058,2,3,2,3,CHECK,0,0,3,1,2,1507529458,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_2,r,60,r_s
2070,2017/10/09,15:11:41,213,31510058,2,3,3,5,CHECK,0,0,3,1,2,1507529488,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_3,r,60,r_s
2079,2017/10/09,15:11:51,213,31510058,2,3,4,7,CHECK,0,0,3,1,2,1507529502,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_4,r,60,r_s
2084,2017/10/09,15:12:00,213,31510058,2,3,5,3,CHECK,0,0,3,1,2,1507529512,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_5,F*,60,F*_s
3470,2017/10/16,14:48:03,321,31510058,3,1,1,5,CHECK,0,0,1,2,3,1508132861,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_1_1,r,60,r_s
3475,2017/10/16,14:48:54,321,31510058,3,1,2,3,CHECK,0,0,1,2,3,1508132884,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_1_2,r,60,r_s
