,date,time,ans,InputID,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st,q
128,2017/11/06,14:42:48,321,31510207,2,1,3,CHECK,0,0,1,2,3,1509946946,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_1
134,2017/11/06,14:42:58,321,31510207,2,2,3,CHECK,0,0,1,2,3,1509946968,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_2
140,2017/11/06,14:43:06,321,31510207,2,3,3,CHECK,0,0,1,2,3,1509946979,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_3
146,2017/11/06,14:43:19,321,31510207,2,4,3,CHECK,0,0,1,2,3,1509946987,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_4
152,2017/11/06,14:43:31,321,31510207,2,5,3,CHECK,0,0,1,2,3,1509947000,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_5
159,2017/11/06,14:44:29,126,31510207,3,1,3,CHECK,0,0,6,2,1,1509947013,1,f,0,0,1,0,0,1,1,,,,,,,,0,0,0,3_1
162,2017/11/06,14:44:33,123,31510207,3,1,5,CHECK,0,0,3,2,1,1509947013,2,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_1
168,2017/11/06,14:45:24,123,31510207,3,2,3,CHECK,0,0,3,2,1,1509947096,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_2
174,2017/11/06,14:45:32,123,31510207,3,3,3,CHECK,0,0,3,2,1,1509947125,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_3
180,2017/11/06,14:45:45,123,31510207,3,4,3,CHECK,0,0,3,2,1,1509947133,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_4
186,2017/11/06,14:46:03,123,31510207,3,5,3,CHECK,0,0,3,2,1,1509947145,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_5
196,2017/11/06,14:43:24,321,31710061,1,1,7,CHECK,0,0,1,2,3,1509946968,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_1
202,2017/11/06,14:43:37,321,31710061,1,2,3,CHECK,0,0,1,2,3,1509947004,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_2
208,2017/11/06,14:43:49,321,31710061,1,3,3,CHECK,0,0,1,2,3,1509947018,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_3
214,2017/11/06,14:44:01,321,31710061,1,4,3,CHECK,0,0,1,2,3,1509947030,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_4
220,2017/11/06,14:44:11,321,31710061,1,5,3,CHECK,0,0,1,2,3,1509947042,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_5
226,2017/11/06,14:44:26,321,31710061,2,1,3,CHECK,0,0,1,2,3,1509947053,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_1
234,2017/11/06,14:44:42,321,31710061,2,2,5,CHECK,0,0,1,2,3,1509947066,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_2
240,2017/11/06,14:44:48,321,31710061,2,3,3,CHECK,0,0,1,2,3,1509947083,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_3
246,2017/11/06,14:44:58,321,31710061,2,4,3,CHECK,0,0,1,2,3,1509947089,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_4
252,2017/11/06,14:45:07,321,31710061,2,5,3,CHECK,0,0,1,2,3,1509947099,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_5
276,2017/11/06,14:45:44,213,31710061,3,1,21,CHECK,0,0,3,1,2,1509947109,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_1
288,2017/11/06,14:46:02,213,31710061,3,2,9,CHECK,0,0,3,1,2,1509947144,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,0,3_2
294,2017/11/06,14:46:09,213,31710061,3,3,3,CHECK,0,0,3,1,2,1509947162,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,1,3_3
300,2017/11/06,14:46:17,253,31710061,3,4,3,CHECK,0,0,3,5,2,1509947170,1,f,0,0,1,0,0,1,1,,,,,,,,0,1,1,3_4
303,2017/11/06,14:46:24,213,31710061,3,4,5,CHECK,0,0,3,1,2,1509947170,2,s,1,1,1,1,1,5,1,,,,,,,,0,1,1,3_4
309,2017/11/06,14:46:44,253,31710061,3,5,3,CHECK,0,0,3,5,2,1509947185,1,f,0,0,1,0,0,1,1,,,,,,,,0,1,0,3_5
312,2017/11/06,14:46:48,213,31710061,3,5,5,CHECK,0,0,3,1,2,1509947185,2,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_5
318,2017/11/06,14:32:07,321,31610043,1,1,3,CHECK,0,0,1,2,3,1509946309,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_1
326,2017/11/06,14:32:23,321,31610043,1,2,5,CHECK,0,0,1,2,3,1509946327,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_2
334,2017/11/06,14:32:44,321,31610043,1,3,5,CHECK,0,0,1,2,3,1509946344,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_3
340,2017/11/06,14:33:24,321,31610043,1,4,3,CHECK,0,0,1,2,3,1509946365,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_4
346,2017/11/06,14:34:05,321,31610043,1,5,3,CHECK,0,0,1,2,3,1509946405,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_5
352,2017/11/06,14:34:23,321,31610043,2,1,3,CHECK,0,0,1,2,3,1509946450,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_1
358,2017/11/06,14:34:34,321,31610043,2,2,3,CHECK,0,0,1,2,3,1509946463,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_2
364,2017/11/06,14:34:46,321,31610043,2,3,3,CHECK,0,0,1,2,3,1509946474,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_3
370,2017/11/06,14:35:00,321,31610043,2,4,3,CHECK,0,0,1,2,3,1509946487,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_4
376,2017/11/06,14:35:21,321,31610043,2,5,3,CHECK,0,0,1,2,3,1509946501,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_5
386,2017/11/06,14:45:21,321,s31610012,1,1,7,CHECK,0,0,1,2,3,1509947098,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_1
394,2017/11/06,14:45:40,321,s31610012,1,2,5,CHECK,0,0,1,2,3,1509947124,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_2
400,2017/11/06,14:45:55,321,s31610012,1,3,3,CHECK,0,0,1,2,3,1509947141,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_3
408,2017/11/06,14:46:10,321,s31610012,1,4,5,CHECK,0,0,1,2,3,1509947157,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_4
414,2017/11/06,14:46:24,321,s31610012,1,5,3,CHECK,0,0,1,2,3,1509947171,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_5
422,2017/11/06,14:46:47,341,s31610012,2,1,5,CHECK,0,0,1,4,3,1509947186,1,f,0,1,1,1,0,3,1,,,,,,,,0,1,0,2_1
427,2017/11/06,14:46:55,431,s31610012,2,1,9,CHECK,0,0,1,3,4,1509947186,2,f,0,1,1,1,0,3,1,,,,,,,,0,1,0,2_1
432,2017/11/06,14:47:11,341,s31610012,2,1,13,CHECK,0,0,1,4,3,1509947186,3,f,0,1,1,1,0,3,1,,,,,,,,0,1,0,2_1
435,2017/11/06,14:47:15,345,s31610012,2,1,15,CHECK,0,0,5,4,3,1509947186,4,f,0,0,1,0,0,1,1,,,,,,,,0,1,0,2_1
438,2017/11/06,14:47:20,325,s31610012,2,1,17,CHECK,0,0,5,2,3,1509947186,5,f,0,0,1,0,0,1,1,,,,,,,,0,1,0,2_1
441,2017/11/06,14:47:30,321,s31610012,2,1,19,CHECK,0,0,1,2,3,1509947186,6,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_1
447,2017/11/06,14:47:45,341,s31610012,2,2,3,CHECK,0,0,1,4,3,1509947250,1,f,0,1,1,1,0,3,1,,,,,,,,1,0,1,2_2
450,2017/11/06,14:47:53,641,s31610012,2,2,5,CHECK,0,0,1,4,6,1509947250,2,f,0,0,1,0,0,1,1,,,,,,,,1,0,1,2_2
455,2017/11/06,14:48:02,321,s31610012,2,2,9,CHECK,0,0,1,2,3,1509947250,3,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_2
463,2017/11/06,14:48:17,321,s31610012,2,3,5,CHECK,0,0,1,2,3,1509947283,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_3
469,2017/11/06,14:48:29,321,s31610012,2,4,3,CHECK,0,0,1,2,3,1509947298,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_4
475,2017/11/06,14:48:37,321,s31610012,2,5,3,CHECK,0,0,1,2,3,1509947310,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_5
481,2017/11/06,14:49:00,216,s31610012,3,1,3,CHECK,0,0,6,1,2,1509947321,1,f,0,0,1,0,0,1,1,,,,,,,,0,0,1,3_1
488,2017/11/06,14:49:20,261,s31610012,3,1,9,CHECK,0,0,1,6,2,1509947321,2,f,0,0,1,0,0,1,1,,,,,,,,0,0,1,3_1
495,2017/11/06,14:49:39,516,s31610012,3,1,15,CHECK,0,0,6,1,5,1509947321,3,f,0,0,0,1,0,1,1,,,,,,,,0,0,1,3_1
498,2017/11/06,14:49:44,216,s31610012,3,1,17,CHECK,0,0,6,1,2,1509947321,4,f,0,0,1,0,0,1,1,,,,,,,,0,0,1,3_1
501,2017/11/06,14:49:54,416,s31610012,3,1,19,CHECK,0,0,6,1,4,1509947321,5,f,0,0,1,0,0,1,1,,,,,,,,0,0,1,3_1
510,2017/11/06,14:50:02,164,s31610012,3,1,27,CHECK,0,0,4,6,1,1509947321,6,f,0,0,1,0,0,1,1,,,,,,,,0,0,1,3_1
515,2017/11/06,14:50:10,146,s31610012,3,1,31,CHECK,0,0,6,4,1,1509947321,7,f,0,0,1,0,0,1,1,,,,,,,,0,0,1,3_1
534,2017/11/06,14:50:58,312,s31610012,3,1,49,CHECK,0,0,2,1,3,1509947321,8,s,1,1,1,1,1,5,1,,,,,,,,0,0,1,3_1
540,2017/11/06,14:51:18,312,s31610012,3,2,3,CHECK,0,0,2,1,3,1509947460,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_2
546,2017/11/06,14:51:30,316,s31610012,3,3,3,CHECK,0,0,6,1,3,1509947479,1,f,0,1,0,1,0,2,1,,,,,,,,0,1,0,3_3
551,2017/11/06,14:51:37,342,s31610012,3,3,7,CHECK,0,0,2,4,3,1509947479,2,f,0,1,0,1,1,3,1,,,,,,,,0,1,0,3_3
554,2017/11/06,14:51:43,312,s31610012,3,3,9,CHECK,0,0,2,1,3,1509947479,3,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_3
560,2017/11/06,14:51:59,314,s31610012,3,4,3,CHECK,0,0,4,1,3,1509947504,1,f,0,1,1,1,0,3,1,,,,,,,,0,1,0,3_4
563,2017/11/06,14:52:03,312,s31610012,3,4,5,CHECK,0,0,2,1,3,1509947504,2,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_4
569,2017/11/06,14:52:19,324,s31610012,3,5,3,CHECK,0,0,4,2,3,1509947524,1,f,0,1,0,1,1,3,1,,,,,,,,0,1,0,3_5
574,2017/11/06,14:52:28,312,s31610012,3,5,7,CHECK,0,0,2,1,3,1509947524,2,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_5
582,2017/11/06,14:39:57,321,31610124,1,1,5,CHECK,0,0,1,2,3,1509946779,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_1
588,2017/11/06,14:40:08,341,31610124,1,2,3,CHECK,0,0,1,4,3,1509946797,1,f,0,1,1,1,0,3,1,,,,,,,,0,1,0,1_2
591,2017/11/06,14:40:15,321,31610124,1,2,5,CHECK,0,0,1,2,3,1509946797,2,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_2
597,2017/11/06,14:40:25,341,31610124,1,3,3,CHECK,0,0,1,4,3,1509946816,1,f,0,1,1,1,0,3,1,,,,,,,,0,1,0,1_3
600,2017/11/06,14:40:32,321,31610124,1,3,5,CHECK,0,0,1,2,3,1509946816,2,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_3
606,2017/11/06,14:40:42,341,31610124,1,4,3,CHECK,0,0,1,4,3,1509946832,1,f,0,1,1,1,0,3,1,,,,,,,,0,1,0,1_4
609,2017/11/06,14:40:45,321,31610124,1,4,5,CHECK,0,0,1,2,3,1509946832,2,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_4
615,2017/11/06,14:40:56,321,31610124,1,5,3,CHECK,0,0,1,2,3,1509946846,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_5
625,2017/11/06,14:41:27,321,31610124,2,1,7,CHECK,0,0,1,2,3,1509946859,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_1
631,2017/11/06,14:41:39,321,31610124,2,2,3,CHECK,0,0,1,2,3,1509946888,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_2
637,2017/11/06,14:41:50,321,31610124,2,3,3,CHECK,0,0,1,2,3,1509946899,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_3
645,2017/11/06,14:42:03,321,31610124,2,4,5,CHECK,0,0,1,2,3,1509946910,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_4
651,2017/11/06,14:42:26,361,31610124,2,5,3,CHECK,0,0,1,6,3,1509946924,1,f,0,1,0,1,0,2,1,,,,,,,,0,0,0,2_5
656,2017/11/06,14:42:38,321,31610124,2,5,7,CHECK,0,0,1,2,3,1509946924,2,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_5
662,2017/11/06,14:43:08,356,31610124,3,1,3,CHECK,0,0,6,5,3,1509946962,1,f,0,0,0,0,0,0,1,,,,,,,,0,0,0,3_1
669,2017/11/06,14:43:30,431,31610124,3,1,9,CHECK,0,0,1,3,4,1509946962,2,f,0,1,1,1,0,3,1,,,,,,,,0,0,0,3_1
672,2017/11/06,14:43:35,231,31610124,3,1,11,CHECK,0,0,1,3,2,1509946962,3,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_1
680,2017/11/06,14:44:14,431,31610124,3,2,5,CHECK,0,0,1,3,4,1509947023,1,f,0,1,1,1,0,3,1,,,,,,,,0,0,0,3_2
683,2017/11/06,14:44:17,231,31610124,3,2,7,CHECK,0,0,1,3,2,1509947023,2,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_2
689,2017/11/06,14:44:27,431,31610124,3,3,3,CHECK,0,0,1,3,4,1509947057,1,f,0,1,1,1,0,3,1,,,,,,,,0,1,0,3_3
692,2017/11/06,14:44:31,231,31610124,3,3,5,CHECK,0,0,1,3,2,1509947057,2,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_3
702,2017/11/06,14:44:43,231,31610124,3,4,7,CHECK,0,0,1,3,2,1509947071,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_4
708,2017/11/06,14:44:49,231,31610124,3,5,3,CHECK,0,0,1,3,2,1509947083,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_5
714,2017/11/06,14:47:49,641,31610158,1,1,3,CHECK,0,0,1,4,6,1509947233,1,f,0,0,1,0,0,1,1,,,,,,,,0,0,1,1_1
719,2017/11/06,14:48:03,321,31610158,1,1,7,CHECK,0,0,1,2,3,1509947233,2,s,1,1,1,1,1,5,1,,,,,,,,0,0,1,1_1
725,2017/11/06,14:48:37,321,31610158,1,2,3,CHECK,0,0,1,2,3,1509947284,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_2
731,2017/11/06,14:48:50,321,31610158,1,3,3,CHECK,0,0,1,2,3,1509947317,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_3
739,2017/11/06,14:49:07,321,31610158,1,4,5,CHECK,0,0,1,2,3,1509947330,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_4
745,2017/11/06,14:49:23,321,31610158,1,5,3,CHECK,0,0,1,2,3,1509947348,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_5
751,2017/11/06,14:49:43,631,31610158,2,1,3,CHECK,0,0,1,3,6,1509947367,1,f,0,1,0,1,0,2,1,,,,,,,,0,0,0,2_1
756,2017/11/06,14:49:53,341,31610158,2,1,7,CHECK,0,0,1,4,3,1509947367,2,f,0,1,1,1,0,3,1,,,,,,,,0,0,0,2_1
761,2017/11/06,14:50:09,231,31610158,2,1,11,CHECK,0,0,1,3,2,1509947367,3,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_1
769,2017/11/06,14:50:26,235,31610158,2,2,5,CHECK,0,0,5,3,2,1509947410,1,f,0,0,1,0,0,1,1,,,,,,,,0,1,0,2_2
770,2017/11/06,14:50:28,235,31610158,2,2,5,CHECK,0,0,5,3,2,1509947410,2,f,0,0,1,0,0,1,1,,,,,,,,0,1,0,2_2
773,2017/11/06,14:50:39,435,31610158,2,2,7,CHECK,0,0,5,3,4,1509947410,3,f,0,0,1,0,0,1,1,,,,,,,,0,1,0,2_2
778,2017/11/06,14:50:51,231,31610158,2,2,11,CHECK,0,0,1,3,2,1509947410,4,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_2
786,2017/11/06,14:51:26,231,31610158,2,3,5,CHECK,0,0,1,3,2,1509947451,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_3
792,2017/11/06,14:51:37,231,31610158,2,4,3,CHECK,0,0,1,3,2,1509947486,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_4
798,2017/11/06,14:51:50,231,31610158,2,5,3,CHECK,0,0,1,3,2,1509947497,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_5
810,2017/11/06,14:52:15,213,31610158,3,1,9,CHECK,0,0,3,1,2,1509947513,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_1
816,2017/11/06,14:52:26,213,31610158,3,2,3,CHECK,0,0,3,1,2,1509947536,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,1,3_2
824,2017/11/06,14:52:39,213,31610158,3,3,5,CHECK,0,0,3,1,2,1509947546,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_3
830,2017/11/06,14:52:48,213,31610158,3,4,3,CHECK,0,0,3,1,2,1509947559,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_4
840,2017/11/06,14:53:04,413,31610158,3,5,7,CHECK,0,0,3,1,4,1509947568,1,f,0,1,1,1,0,3,1,,,,,,,,0,1,1,3_5
843,2017/11/06,14:53:18,213,31610158,3,5,9,CHECK,0,0,3,1,2,1509947568,2,s,1,1,1,1,1,5,1,,,,,,,,0,1,1,3_5
849,2017/11/06,14:37:33,325,31610028,1,1,3,CHECK,0,0,5,2,3,1509946634,1,f,0,0,1,0,0,1,1,,,,,,,,0,1,0,1_1
854,2017/11/06,14:37:46,321,31610028,1,1,7,CHECK,0,0,1,2,3,1509946634,2,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_1
860,2017/11/06,14:38:00,321,31610028,1,2,3,CHECK,0,0,1,2,3,1509946668,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_2
866,2017/11/06,14:38:11,321,31610028,1,3,3,CHECK,0,0,1,2,3,1509946681,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_3
872,2017/11/06,14:38:22,321,31610028,1,4,3,CHECK,0,0,1,2,3,1509946692,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_4
878,2017/11/06,14:38:28,321,31610028,1,5,3,CHECK,0,0,1,2,3,1509946703,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,1_5
885,2017/11/06,14:38:41,321,31610028,2,1,3,CHECK,0,0,1,2,3,1509946710,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_1
891,2017/11/06,14:38:51,321,31610028,2,2,3,CHECK,0,0,1,2,3,1509946722,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_2
897,2017/11/06,14:38:58,321,31610028,2,3,3,CHECK,0,0,1,2,3,1509946732,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_3
903,2017/11/06,14:39:06,321,31610028,2,4,3,CHECK,0,0,1,2,3,1509946739,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_4
909,2017/11/06,14:39:14,321,31610028,2,5,3,CHECK,0,0,1,2,3,1509946747,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_5
921,2017/11/06,14:39:52,213,31610028,3,1,9,CHECK,0,0,3,1,2,1509946756,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_1
927,2017/11/06,14:40:02,312,31610028,3,2,3,CHECK,0,0,2,1,3,1509946793,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_2
933,2017/11/06,14:40:10,312,31610028,3,3,3,CHECK,0,0,2,1,3,1509946802,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_3
943,2017/11/06,14:40:24,312,31610028,3,4,7,CHECK,0,0,2,1,3,1509946810,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_4
949,2017/11/06,14:40:30,312,31610028,3,5,3,CHECK,0,0,2,1,3,1509946824,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_5
955,2017/11/06,14:35:53,321,31710023,1,1,3,CHECK,0,0,1,2,3,1509946533,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_1
961,2017/11/06,14:36:03,321,31710023,1,2,3,CHECK,0,0,1,2,3,1509946554,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_2
967,2017/11/06,14:36:12,321,31710023,1,3,3,CHECK,0,0,1,2,3,1509946564,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_3
973,2017/11/06,14:36:24,321,31710023,1,4,3,CHECK,0,0,1,2,3,1509946573,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_4
979,2017/11/06,14:36:35,321,31710023,1,5,3,CHECK,0,0,1,2,3,1509946585,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_5
987,2017/11/06,14:36:57,321,31710023,2,1,5,CHECK,0,0,1,2,3,1509946599,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_1
993,2017/11/06,14:37:09,321,31710023,2,2,3,CHECK,0,0,1,2,3,1509946618,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_2
999,2017/11/06,14:37:21,321,31710023,2,3,3,CHECK,0,0,1,2,3,1509946631,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_3
1005,2017/11/06,14:37:31,321,31710023,2,4,3,CHECK,0,0,1,2,3,1509946642,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_4
1011,2017/11/06,14:37:41,321,31710023,2,5,3,CHECK,0,0,1,2,3,1509946652,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_5
1017,2017/11/06,14:38:18,231,31710023,3,1,3,CHECK,0,0,1,3,2,1509946669,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_1
1023,2017/11/06,14:38:34,231,31710023,3,2,3,CHECK,0,0,1,3,2,1509946700,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_2
1029,2017/11/06,14:38:45,231,31710023,3,3,3,CHECK,0,0,1,3,2,1509946715,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_3
1035,2017/11/06,14:38:57,231,31710023,3,4,3,CHECK,0,0,1,3,2,1509946727,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_4
1043,2017/11/06,14:39:09,231,31710023,3,5,5,CHECK,0,0,1,3,2,1509946738,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_5
