,date,time,ans,InputID,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st,q
0,2017/10/20,11:57:55,321,31710071,1,1,3,CHECK,0,0,1,2,3,1508468261,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_1
1,2017/10/20,11:58:09,321,31710071,1,2,3,CHECK,0,0,1,2,3,1508468276,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_2
2,2017/10/20,11:58:24,321,31710071,1,3,3,CHECK,0,0,1,2,3,1508468290,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_3
3,2017/10/20,11:58:47,321,31710071,1,4,3,CHECK,0,0,1,2,3,1508468304,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_4
4,2017/10/20,11:58:59,321,31710071,1,5,3,CHECK,0,0,1,2,3,1508468327,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_5
5,2017/10/20,11:59:17,321,31710071,2,1,3,CHECK,0,0,1,2,3,1508468342,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_1
6,2017/10/20,11:59:32,321,31710071,2,2,3,CHECK,0,0,1,2,3,1508468358,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_2
7,2017/10/20,11:59:50,321,31710071,2,3,3,CHECK,0,0,1,2,3,1508468372,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_3
8,2017/10/20,12:00:10,321,31710071,2,4,3,CHECK,0,0,1,2,3,1508468391,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_4
9,2017/10/20,12:00:23,321,31710071,2,5,3,CHECK,0,0,1,2,3,1508468410,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_5
10,2017/10/20,12:01:02,451,31710071,3,1,3,CHECK,0,0,1,5,4,1508468426,1,f,0,0,1,1,0,2,1,,,,,,,,1,0,0,3_1
11,2017/10/20,12:01:25,321,31710071,3,2,3,CHECK,0,0,1,2,3,1508468473,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_2
12,2017/10/20,12:01:33,321,31710071,3,3,3,CHECK,0,0,1,2,3,1508468486,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_3
13,2017/10/20,12:01:47,321,31710071,3,4,3,CHECK,0,0,1,2,3,1508468494,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_4
14,2017/10/20,12:01:54,321,31710071,3,5,3,CHECK,0,0,1,2,3,1508468507,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,3_5
15,2017/10/16,14:47:43,321,31710061,1,1,3,CHECK,0,0,1,2,3,1508132855,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_1
16,2017/10/16,14:47:59,321,31710061,1,2,5,CHECK,0,0,1,2,3,1508132864,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,1,1_2
17,2017/10/16,14:48:12,321,31710061,1,3,3,CHECK,0,0,1,2,3,1508132880,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_3
18,2017/10/16,14:48:37,321,31710061,1,4,5,CHECK,0,0,1,2,3,1508132893,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,1,1_4
19,2017/10/16,14:48:53,321,31710061,1,5,5,CHECK,0,0,1,2,3,1508132917,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_5
20,2017/10/16,14:49:30,321,31710061,2,1,7,CHECK,0,0,1,2,3,1508132944,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_1
21,2017/10/16,14:49:44,321,31710061,2,2,3,CHECK,0,0,1,2,3,1508132971,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_2
22,2017/10/16,14:50:12,321,31710061,2,3,9,CHECK,0,0,1,2,3,1508132985,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_3
23,2017/10/16,14:50:29,321,31710061,2,4,3,CHECK,0,0,1,2,3,1508133013,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_4
24,2017/10/16,14:50:44,321,31710061,2,5,3,CHECK,0,0,1,2,3,1508133030,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_5
25,2017/10/16,14:51:05,123,31710061,3,1,5,CHECK,0,0,3,2,1,1508133046,1,f,0,1,1,1,1,4,1,,,,,,,,0,0,0,3_1
26,2017/10/16,14:52:21,231,31710061,3,2,9,CHECK,0,0,1,3,2,1508133120,1,f,0,1,1,1,1,4,1,,,,,,,,0,0,0,3_2
27,2017/10/16,14:55:05,321,31710061,3,3,3,CHECK,0,0,1,2,3,1508133298,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,0,3_3
28,2017/10/16,14:55:22,321,31710061,3,4,7,CHECK,0,0,1,2,3,1508133306,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_4
29,2017/10/16,14:55:33,321,31710061,3,5,5,CHECK,0,0,1,2,3,1508133322,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,3_5
30,2017/10/16,16:37:27,541,S31610012,1,1,5,CHECK,0,0,1,4,5,1508139430,1,f,0,0,1,1,0,2,1,,,,,,,,0,0,1,1_1
31,2017/10/16,16:38:16,321,S31610012,1,2,7,CHECK,0,0,1,2,3,1508139480,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_2
32,2017/10/16,16:38:31,321,S31610012,1,3,5,CHECK,0,0,1,2,3,1508139496,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_3
33,2017/10/16,16:38:44,321,S31610012,1,4,5,CHECK,0,0,1,2,3,1508139512,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_4
34,2017/10/16,16:38:50,321,S31610012,1,5,3,CHECK,0,0,1,2,3,1508139524,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_5
35,2017/10/16,16:39:23,521,S31610012,2,1,9,CHECK,0,0,1,2,5,1508139533,1,f,0,0,1,0,0,1,1,,,,,,,,0,1,0,2_1
36,2017/10/16,16:39:37,321,S31610012,2,2,7,CHECK,0,0,1,2,3,1508139567,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_2
37,2017/10/16,16:39:46,321,S31610012,2,3,3,CHECK,0,0,1,2,3,1508139578,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_3
38,2017/10/16,16:39:56,321,S31610012,2,4,3,CHECK,0,0,1,2,3,1508139586,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0,2_4
39,2017/10/16,16:40:08,321,S31610012,2,5,3,CHECK,0,0,1,2,3,1508139597,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_5
40,2017/10/16,16:40:17,145,S31610012,3,1,3,CHECK,0,0,5,4,1,1508139610,1,f,0,0,1,1,0,2,1,,,,,,,,0,1,1,3_1
41,2017/10/16,16:40:40,431,S31610012,3,2,3,CHECK,0,0,1,3,4,1508139633,1,f,0,0,1,0,1,2,1,,,,,,,,0,0,0,3_2
42,2017/10/16,16:43:46,531,S31610012,3,3,7,CHECK,0,0,1,3,5,1508139812,1,f,0,0,0,1,0,1,1,,,,,,,,0,0,0,3_3
43,2017/10/16,16:44:06,541,S31610012,3,4,3,CHECK,0,0,1,4,5,1508139840,1,f,0,0,1,1,0,2,1,,,,,,,,0,0,0,3_4
44,2017/10/16,16:44:36,231,S31610012,3,5,3,CHECK,0,0,1,3,2,1508139866,1,f,0,1,1,1,1,4,1,,,,,,,,0,0,0,3_5
45,2017/10/16,14:53:15,321,3161014,1,1,5,CHECK,0,0,1,2,3,1508133171,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_1
46,2017/10/16,14:53:29,321,3161014,1,2,5,CHECK,0,0,1,2,3,1508133196,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_2
47,2017/10/16,14:55:28,321,3161014,1,3,5,CHECK,0,0,1,2,3,1508133313,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,1_3
48,2017/10/16,14:55:48,321,3161014,1,4,3,CHECK,0,0,1,2,3,1508133329,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_4
49,2017/10/16,14:56:01,321,3161014,1,5,3,CHECK,0,0,1,2,3,1508133349,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,1_5
50,2017/10/16,14:56:27,321,3161014,2,1,3,CHECK,0,0,1,2,3,1508133364,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_1
51,2017/10/16,14:56:41,321,3161014,2,2,3,CHECK,0,0,1,2,3,1508133388,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_2
52,2017/10/16,14:56:52,321,3161014,2,3,3,CHECK,0,0,1,2,3,1508133402,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1,2_3
53,2017/10/16,14:57:02,521,3161014,2,4,3,CHECK,0,0,1,2,5,1508133413,1,f,0,0,1,0,0,1,1,,,,,,,,0,0,1,2_4
54,2017/10/16,14:57:29,321,3161014,2,5,7,CHECK,0,0,1,2,3,1508133427,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0,2_5
55,2017/10/16,14:58:11,145,3161014,3,1,7,CHECK,0,0,5,4,1,1508133451,1,f,0,0,1,1,0,2,1,,,,,,,,0,0,0,3_1
56,2017/10/16,15:03:32,521,3161014,3,2,5,CHECK,0,0,1,2,5,1508133733,1,f,0,0,1,0,0,1,1,,,,,,,,0,0,0,3_2
57,2017/10/16,15:05:04,251,3161014,3,3,3,CHECK,0,0,1,5,2,1508133888,1,f,0,0,1,0,0,1,1,,,,,,,,0,0,0,3_3
58,2017/10/16,15:05:51,231,3161014,3,4,3,CHECK,0,0,1,3,2,1508133933,1,f,0,1,1,1,1,4,1,,,,,,,,0,0,0,3_4
