InputID,counts,2_1_1,2_1_2,2_1_3,2_1_4,2_1_5,2_1_6,2_2_1,2_2_2,2_2_3,2_2_4,2_2_5,2_2_6,2_3_1,2_3_2,2_3_3,2_3_4,2_3_5,2_3_6,3_1_1,3_1_2,3_1_3,3_1_4,3_1_5,3_1_6,3_2_1,3_2_2,3_2_3,3_2_4,3_2_5,3_2_6,3_3_1,3_3_2,3_3_3,3_3_4,3_3_5,3_3_6,4_1_1,4_1_2,4_1_3,4_1_4,4_1_5,4_1_6,4_2_1,4_2_2,4_2_3,4_2_4,4_2_5,4_2_6,4_3_1,4_3_2,4_3_3,4_3_4,4_3_5,4_3_6,5_1_1,5_1_2,5_1_3,5_1_4,5_1_5,5_1_6,5_2_1,5_2_2,5_2_3,5_2_4,5_2_5,5_2_6,5_3_1,5_3_2,5_3_3,5_3_4,5_3_5,5_3_6
31610025,60,F*_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5,r_s,F*_s,F*_s,F*_s,F*_s,5,F*_s,n_s,n_s,n_s,n_s,5,n_s,F*_s,r_s,r_s,r_s,5,n_s,n_s,s_f,n_s,n_s,4,n_s,r_s,r_s,F*_s,F*_s,5,n_s,r_s,n_s,r_s,n_s,5,n_f,n_s,n_s,n_s,s_s,4,r_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5,n_f,r_s,r_s,r_s,r_s,4
31410196,60,n_s,n_s,n_s,F*_s,r_s,5,r_s,n_s,r_s,r_s,r_s,5,n_s,n_f,F*_s,F*_s,F*_s,4,F*_s,F*_s,n_s,F*_f,F*_s,4,n_s,n_s,n_s,n_s,r_s,5,n_f,n_f,n_s,n_s,n_s,3,r_s,F*_s,n_s,n_s,n_s,5,r_s,n_s,n_s,F*_s,r_s,5,s_s,n_f,r_f,n_s,n_s,3,F*_s,F*_s,n_s,n_s,F*_s,5,r_s,r_s,r_s,r_s,r_s,5,n_s,r_s,r_s,r_s,r_s,5
31410011,60,r_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5,F*_s,n_s,n_s,n_s,n_s,5,n_s,n_s,n_s,n_s,r_s,5,F*_f,s_f,n_f,n_s,r_s,2,F*_s,F*_s,n_s,n_s,n_s,5,F*_s,F*_s,r_f,n_s,n_s,4,r_s,n_s,r_s,n_s,n_s,5,n_s,r_f,r_s,r_s,r_s,4,r_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5
31610016,60,n_s,F*_s,r_s,r_f,n_s,4,r_f,n_s,n_s,r_s,r_s,4,r_f,r_s,r_s,r_s,r_s,4,n_s,n_s,F*_s,F*_s,r_s,5,F*_f,n_s,n_s,n_s,F*_s,4,r_f,n_f,n_f,n_f,n_f,0,n_f,r_f,F*_s,r_s,r_s,3,n_f,r_s,F*_s,n_s,F*_s,4,F*_f,r_f,r_s,r_s,r_s,3,n_f,r_s,r_s,r_s,r_s,4,r_s,r_f,r_s,r_s,n_s,4,r_s,r_s,r_s,r_s,r_s,5
31210101,55,r_s,n_s,n_s,r_s,r_s,5,r_s,F*_s,n_s,r_s,r_s,5,,,,,,0,n_f,n_s,F*_s,F*_s,F*_s,4,n_f,F*_s,F*_s,F*_s,F*_s,4,F*_f,n_f,n_s,s_s,n_s,3,F*_s,F*_s,n_s,r_s,r_s,5,n_s,n_s,n_s,n_s,r_s,5,r_f,n_f,n_s,n_s,n_s,3,n_s,F*_s,F*_s,F*_s,r_s,5,F*_s,F*_s,n_s,n_s,r_s,5,n_s,r_s,r_s,r_s,r_s,5
31710002,54,F*_s,F*_s,n_s,F*_f,,3,F*_s,F*_s,F*_s,F*_s,,4,r_f,,,,,0,n_s,F*_s,s_f,r_s,n_s,4,n_s,r_s,n_s,F*_s,F*_s,5,n_f,n_f,n_f,n_f,n_f,0,F*_s,F*_s,F*_f,r_s,F*_s,4,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_f,n_f,n_s,s_s,s_s,3,F*_s,F*_s,F*_s,F*_s,n_s,5,s_f,n_f,n_s,r_f,r_s,2,n_s,n_s,n_f,s_s,s_f,3
31610044,49,F*_s,n_s,F*_s,F*_s,,4,n_s,F*_s,n_f,r_s,,3,F*_f,n_f,F*_s,r_f,,1,n_s,F*_s,F*_s,F*_s,F*_s,5,F*_s,F*_s,F*_s,F*_s,F*_s,5,F*_f,n_f,s_s,n_f,r_s,2,F*_s,F*_s,F*_s,F*_s,F*_s,5,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_f,n_f,n_s,r_s,n_s,3,,,,,,0,,,,r_s,r_s,2,r_s,r_f,r_s,r_s,r_s,4
31710096,45,,,,,,0,,,,,,0,,,,,,0,n_s,F*_s,F*_s,F*_f,F*_s,4,F*_s,n_f,F*_s,F*_s,F*_s,4,r_f,n_f,n_f,s_s,s_s,2,F*_s,F*_s,F*_s,F*_s,F*_s,5,F*_s,F*_s,F*_s,F*_s,F*_s,5,F*_f,s_s,s_s,s_s,s_s,4,n_s,F*_s,F*_s,F*_s,F*_s,5,n_s,s_f,F*_s,s_f,r_s,3,s_s,s_s,s_s,s_s,s_s,5
s31610023,45,r_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5,F*_s,n_s,n_s,n_s,n_s,5,n_s,n_s,F*_s,n_s,n_s,5,n_s,s_s,s_s,s_s,s_s,5,F*_s,F*_s,n_s,r_s,r_s,5,n_s,n_f,n_s,r_s,n_s,4,n_f,n_s,n_f,s_s,n_s,3,,,,,,0,,,,,,0,,,,,,0
31610052,45,,,,,,0,,,,,,0,,,,,,0,s_f,n_s,n_s,F*_s,F*_s,4,n_s,n_s,F*_s,F*_s,F*_s,5,r_s,r_s,r_s,r_s,n_s,5,F*_s,F*_s,F*_s,F*_s,F*_s,5,F*_f,F*_s,F*_s,F*_s,F*_s,4,n_f,s_s,s_s,n_f,s_s,3,F*_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,F*_s,F*_s,5,r_s,r_s,r_s,r_s,r_s,5
31710167,45,,,,,,0,,,,,,0,,,,,,0,F*_s,F*_f,n_s,F*_s,n_s,4,r_f,n_s,n_f,n_s,r_s,3,F*_f,n_f,n_f,r_f,n_f,0,n_s,F*_s,F*_f,s_f,F*_s,3,n_s,F*_f,n_s,F*_s,F*_s,4,n_f,n_s,r_s,n_s,n_s,4,n_f,r_s,r_s,r_f,r_s,3,n_f,r_f,n_s,n_s,r_f,2,n_f,r_s,r_f,n_f,r_f,1
31710135,45,,,,,,0,,,,,,0,,,,,,0,F*_s,F*_s,n_s,F*_s,n_s,5,n_s,n_s,n_s,n_s,n_s,5,n_f,n_s,n_s,n_s,n_s,4,F*_s,F*_s,F*_s,F*_s,F*_s,5,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_s,n_f,n_f,n_s,n_s,3,F*_s,F*_s,F*_s,n_s,F*_s,5,F*_s,n_s,n_s,n_s,n_s,5,n_s,F*_s,F*_s,F*_s,F*_s,5
s31710137,45,,,,,,0,,,,,,0,,,,,,0,F*_s,F*_s,F*_s,r_s,n_s,5,F*_s,F*_f,n_s,F*_s,F*_s,4,n_s,s_s,s_s,s_s,s_s,5,F*_s,F*_s,F*_s,F*_s,F*_s,5,F*_s,F*_s,F*_f,n_s,n_s,4,n_f,n_s,n_s,s_s,n_s,4,r_s,F*_s,n_s,F*_s,F*_s,5,F*_s,n_s,F*_s,n_s,n_s,5,n_f,n_s,r_s,n_s,r_s,4
31510062,45,,,,,,0,,,,,,0,,,,,,0,r_f,F*_s,n_s,F*_s,F*_f,3,n_s,n_s,n_s,r_f,r_s,4,r_f,r_s,r_s,r_f,r_s,3,r_s,F*_f,F*_s,F*_s,F*_s,4,F*_s,F*_s,F*_f,F*_s,F*_s,4,r_f,n_s,n_f,n_s,n_s,3,n_s,r_s,F*_s,r_f,F*_f,3,n_s,n_s,n_s,n_s,n_s,5,n_s,r_f,r_s,r_s,r_s,4
31710165,45,,,,,,0,,,,,,0,,,,,,0,n_s,F*_s,F*_s,F*_s,F*_s,5,n_s,F*_s,F*_s,F*_s,F*_s,5,n_f,n_s,s_s,s_f,s_s,3,F*_s,F*_s,F*_s,F*_s,F*_s,5,F*_s,F*_s,F*_s,F*_s,n_s,5,n_f,n_s,r_s,n_s,r_s,4,n_s,r_f,F*_s,F*_f,r_s,3,F*_s,r_s,n_s,F*_s,n_s,5,s_s,n_f,r_f,n_s,n_s,3
31610097,45,n_f,F*_f,n_s,n_s,F*_f,2,F*_s,F*_f,n_s,F*_s,n_s,4,r_f,n_s,r_s,n_s,r_s,4,F*_s,F*_s,F*_s,F*_s,n_s,5,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_f,n_s,s_s,s_s,s_s,4,F*_s,F*_s,F*_s,n_s,F*_s,5,F*_s,F*_s,F*_s,F*_s,F*_s,5,F*_f,n_f,n_f,r_s,r_s,2,,,,,,0,,,,,,0,,,,,,0
31710086,45,,,,,,0,,,,,,0,,,,,,0,s_s,F*_s,n_s,F*_f,F*_s,4,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_f,n_f,n_s,s_s,s_s,3,r_s,F*_s,F*_s,F*_s,F*_s,5,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_f,s_s,s_s,s_s,s_s,4,F*_f,r_f,r_s,r_s,r_f,2,F*_s,r_f,r_s,r_s,r_s,4,r_s,r_s,r_s,r_s,r_s,5
31710061,45,n_s,n_f,F*_s,r_s,F*_s,4,F*_s,F*_s,r_s,r_s,n_s,5,n_s,n_s,n_s,s_s,n_f,4,F*_s,F*_s,F*_s,F*_s,n_s,5,n_s,F*_s,n_s,n_s,F*_s,5,n_f,n_f,s_s,n_s,n_s,3,,,,,,0,,,,,,0,,,,,,0,n_s,n_s,r_s,r_s,F*_s,5,n_s,n_s,F*_s,n_s,F*_s,5,n_s,s_s,F*_s,F*_f,r_f,3
s31710125,45,F*_s,F*_s,F*_f,F*_s,F*_s,4,r_s,n_s,r_s,r_s,r_s,5,n_f,r_s,r_s,r_f,r_s,3,F*_s,r_s,n_s,r_f,r_f,3,n_f,F*_s,F*_s,F*_s,n_s,4,s_s,s_s,n_s,n_s,s_s,5,,,,,,0,,,,,,0,,,,,,0,n_s,F*_s,n_s,n_s,r_f,4,r_s,r_s,n_s,r_f,n_s,4,n_s,r_f,r_s,r_s,r_s,4
31410170,45,r_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5,F*_s,F*_s,F*_s,F*_s,F*_s,5,,,,,,0,,,,,,0,,,,,,0,F*_s,F*_f,F*_s,F*_s,F*_s,4,F*_s,F*_s,F*_s,F*_s,F*_s,5,F*_f,r_s,r_s,r_f,r_s,3,F*_s,n_s,r_s,F*_s,F*_s,5,F*_s,r_s,r_s,r_s,r_f,4,n_s,r_s,r_s,r_f,r_s,4
31610158,45,n_s,F*_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5,,,,,,0,,,,,,0,,,,,,0,F*_s,F*_s,n_s,r_s,n_s,5,F*_s,F*_s,n_s,F*_s,F*_s,5,n_f,n_f,n_f,n_f,n_f,0,F*_f,F*_s,F*_s,n_s,F*_s,4,n_f,r_f,n_s,r_s,r_s,3,n_s,F*_s,r_s,r_s,F*_f,4
31610135,45,F*_s,F*_s,F*_s,r_s,r_s,5,n_s,n_s,n_f,r_s,n_s,4,F*_f,n_s,r_s,r_s,F*_s,4,n_s,F*_s,F*_s,F*_s,n_s,5,r_s,F*_s,F*_f,F*_s,n_s,4,s_s,s_f,s_s,s_s,s_s,4,F*_s,F*_s,F*_s,F*_s,F*_s,5,F*_f,F*_s,F*_f,F*_s,F*_s,3,r_f,s_f,n_s,s_s,s_s,3,,,,,,0,,,,,,0,,,,,,0
72,45,n_s,n_f,r_s,r_s,r_s,4,r_s,r_s,r_s,r_s,r_s,5,r_f,r_f,r_f,r_s,r_f,1,,,,,,0,,,,,,0,,,,,,0,F*_s,s_f,F*_s,F*_s,F*_s,4,n_s,F*_s,F*_f,F*_f,F*_s,3,F*_f,r_s,r_f,r_s,r_s,3,n_s,r_s,r_s,r_s,r_s,5,r_f,r_s,r_s,r_s,r_s,4,r_f,r_s,r_s,r_s,r_s,4
31610007,45,n_f,F*_s,F*_f,F*_s,n_s,3,F*_s,n_s,F*_s,F*_s,n_s,5,r_s,n_s,F*_s,r_f,r_s,4,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_s,F*_s,F*_s,F*_s,F*_s,5,F*_f,n_f,r_f,s_s,r_s,2,F*_s,F*_s,F*_s,F*_s,F*_s,5,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_f,n_f,n_f,n_f,n_f,0,,,,,,0,,,,,,0,,,,,,0
31710112,40,r_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5,,,,,,0,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_s,n_s,n_s,n_s,n_s,5,F*_f,s_s,n_s,n_s,n_s,4,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_s,F*_s,F*_s,F*_s,F*_s,5,n_f,r_s,r_s,r_s,r_s,4,,,,,,0,,,,,,0,,,,,,0
31510207,40,,,,,,0,,,,,,0,,,,,,0,s_f,F*_s,F*_s,F*_s,F*_s,4,F*_s,r_s,F*_s,n_s,n_s,5,,,,,,0,n_s,F*_s,F*_s,F*_s,F*_s,5,F*_f,F*_s,F*_s,F*_s,F*_s,4,n_f,n_s,r_f,s_s,n_s,3,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_s,n_s,n_s,n_s,n_s,5,n_f,r_s,r_s,r_s,r_s,4
31710106,35,n_f,F*_s,n_s,n_s,n_f,3,n_s,n_f,r_s,n_s,r_s,4,F*_f,r_s,F*_s,r_s,r_s,4,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,F*_f,r_f,n_f,r_s,r_f,1,n_s,r_f,r_s,r_f,r_s,3,n_s,r_s,n_s,n_s,n_s,5,n_f,r_s,r_s,r_s,r_s,4
31710143,30,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_f,F*_s,F*_s,F*_s,F*_s,4,n_f,s_s,s_s,s_s,s_s,4,r_s,n_s,n_s,n_s,F*_f,4,n_s,n_f,r_s,n_s,r_s,4,r_s,n_s,n_f,r_s,n_s,4
s31610012,30,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,n_s,F*_f,F*_s,r_s,n_s,4,n_f,F*_s,n_s,n_s,n_f,3,F*_f,n_s,n_s,n_f,n_f,2,r_s,F*_s,F*_s,n_s,F*_s,5,r_f,F*_f,F*_s,F*_s,n_s,3,F*_f,r_s,r_f,r_f,r_f,1
31610028,30,r_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,r_f,r_s,r_s,r_s,r_s,4,r_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5
31710129,30,,,,,,0,,,,,,0,,,,,,0,F*_s,F*_s,F*_s,F*_s,F*_s,5,F*_s,n_s,F*_s,F*_s,F*_s,5,s_f,s_f,n_f,n_f,n_s,1,F*_s,F*_s,F*_f,F*_f,F*_s,3,F*_s,F*_s,F*_f,F*_s,F*_s,4,n_f,r_s,s_s,r_s,n_s,4,,,,,,0,,,,,,0,,,,,,0
31710016,30,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,r_s,F*_s,n_f,F*_s,F*_s,4,F*_f,F*_s,n_s,n_f,F*_s,3,F*_f,n_s,n_s,n_s,n_s,4,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_f,F*_f,F*_s,F*_s,F*_s,3,n_f,r_f,n_f,r_s,r_s,2
31710035,30,,,,,,0,,,,,,0,,,,,,0,F*_f,F*_s,n_s,F*_s,F*_s,4,n_f,F*_f,n_s,n_s,F*_f,2,n_f,r_f,n_f,n_f,n_f,0,n_s,F*_s,F*_s,F*_s,F*_s,5,F*_s,n_s,F*_s,n_s,n_s,5,n_f,n_s,r_f,n_s,n_s,3,,,,,,0,,,,,,0,,,,,,0
31710023,30,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,r_s,F*_s,F*_s,F*_s,F*_s,5,F*_s,F*_f,F*_s,F*_s,F*_f,3,n_f,s_s,s_s,s_s,s_s,4,F*_s,F*_s,F*_s,F*_s,F*_s,5,F*_s,F*_s,r_s,r_s,F*_s,5,n_s,n_s,n_s,n_s,n_s,5
s31710105,30,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,n_s,n_f,F*_s,n_s,F*_s,4,r_f,F*_s,r_s,F*_s,F*_s,4,r_f,r_s,r_f,r_s,n_f,2,n_s,F*_s,n_s,F*_s,F*_s,5,s_f,F*_s,F*_s,n_s,F*_s,4,F*_f,r_f,n_s,n_f,r_s,2
31610075,30,F*_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5,r_s,r_f,n_f,r_s,r_s,3,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,r_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5,r_s,r_s,r_s,r_s,r_s,5
31710042,30,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,F*_s,F*_s,F*_s,F*_s,n_f,4,s_s,F*_s,F*_s,F*_s,F*_s,5,n_s,s_s,n_s,n_s,s_s,5,F*_s,F*_s,F*_s,n_s,r_f,4,r_f,n_s,n_s,n_s,F*_s,4,n_f,r_s,n_s,n_s,n_f,3
s31710111,30,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_s,n_s,F*_s,F*_s,n_s,5,F*_f,n_f,s_s,n_s,n_s,3,n_s,n_s,n_s,n_s,n_s,5,r_s,n_s,n_s,n_s,n_f,4,n_f,r_f,r_s,n_f,n_s,2
31710145,30,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_s,n_s,n_s,n_s,F*_s,5,F*_f,r_f,r_s,r_s,r_s,3,F*_f,F*_s,F*_s,F*_s,n_s,4,s_f,F*_s,F*_s,r_s,F*_s,4,r_s,r_s,r_f,r_s,r_s,4
31610021,25,s_s,F*_s,F*_s,r_s,n_s,5,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,r_f,F*_s,r_s,F*_s,F*_s,4,F*_s,F*_s,n_s,F*_s,F*_s,5,,,,,,0,n_f,F*_s,n_s,F*_s,r_f,3,F*_s,n_s,r_s,n_s,F*_f,4,,,,,,0
31410123,25,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,F*_f,F*_s,F*_s,F*_s,F*_s,4,n_s,F*_f,F*_s,F*_s,F*_s,4,,,,,,0,n_s,F*_s,n_s,F*_s,n_s,5,F*_s,n_s,n_s,r_s,n_s,5,n_s,n_s,r_s,r_f,r_s,4
31610079,20,,,,,,0,,,,,,0,,,,,,0,F*_s,F*_f,F*_s,F*_s,F*_s,4,n_s,r_s,r_s,r_s,r_s,5,,,,,,0,r_s,r_s,r_s,r_s,n_s,5,n_s,F*_s,F*_s,r_s,F*_f,4,,,,,,0,,,,,,0,,,,,,0,,,,,,0
31610043,20,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,F*_s,n_s,F*_s,r_s,F*_s,5,r_s,F*_s,F*_f,F*_s,F*_s,4,,,,,,0,F*_s,n_s,n_s,F*_s,F*_s,5,n_s,n_s,n_s,n_s,n_s,5,,,,,,0
31610124,20,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,n_f,r_f,n_f,n_f,n_s,1,r_s,r_f,r_f,r_f,F*_s,2,n_s,n_s,n_s,n_s,n_f,4,n_f,n_f,r_f,n_s,r_s,2
31710092,16,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,F*_s,F*_s,F*_s,F*_s,F*_s,5,n_s,n_s,n_s,n_s,n_s,5,,,,,,0,n_s,F*_s,F*_s,F*_s,F*_s,5,n_s,,,,,1,,,,,,0
3161013,15,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,F*_s,n_s,F*_s,F*_s,F*_s,5,n_s,n_s,n_s,n_s,n_s,5,n_s,n_s,n_s,n_f,r_s,4
