"InputID","day","1_1","1_2","1_3","1_4","1_5","2_1","2_2","2_3","2_4","2_5","3_1","3_2","3_3","3_4","3_5"
"31610135",4,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","F_S_x","F_x_x","F_S_x","F_S_x","x_S_x","x_S_x","x_S_x","x_S_x","x_S_x"
"31710002",4,"F_S_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","x_x_x","x_x_x","x_x_x","x_S_x","x_S_x"
"31610052",4,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","F_S_x","x_S_x","x_S_x","x_S_x","x_x_x","x_S_x"
"31710016",4,"F_x_x","F_S_x","F_x_x","F_S_x","F_S_x","F_x_x","F_S_x","x_x_x","F_x_x","F_S_x","F_x_x","x_S_x","x_S_x","x_S_x","x_S_x"
"31510156",4,"x_x_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_S_x","x_S_x","x_S_x","x_S_x","x_S_x"
"31610025",4,"F_S_x","F_S_R","F_S_R","F_S_x","F_S_x","F_S_x","F_S_R","F_S_x","F_S_R","F_S_x","x_S_x","x_S_x","x_S_x","x_S_x","x_S_x"
"s31610023",4,"F_S_x","F_S_x","F_S_x","F_S_R","F_S_R","F_S_x","F_S_x","F_S_x","F_S_R","F_S_x","x_S_x","x_S_x","x_x_x","x_S_x","x_S_x"
"31710035",4,"x_x_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_x_x","x_S_x","x_x_x","x_S_x","x_x_x"
"s31710105",4,"F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","x_x_x","F_S_x","F_x_R","F_S_x","F_S_x","F_S_x","x_S_R","x_S_R","x_S_R","x_x_x"
"31710145",4,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_S_x","F_S_x","F_S_x","F_S_x","x_S_R","x_S_R","x_S_R","x_S_R"
"s31710117",4,"x_x_x","F_x_x","F_S_x","F_S_x","x_x_x","F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","x_x_x","x_x_x","x_x_x","x_S_x","x_x_x"
"31610097",4,"F_S_x","F_S_x","F_S_x","x_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_S_x","x_x_x","x_S_R","x_S_R"
"s31710111",4,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","F_x_x","F_x_x","F_x_x","x_x_x","F_S_x","x_x_x","x_S_x","x_S_x","x_S_x"
"s31710137",4,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","x_S_x","x_x_x","x_S_x","x_S_x","x_S_x"
"31710129",4,"F_S_x","F_S_x","F_x_x","F_x_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_S_x","x_S_R","x_S_x","x_S_R","x_S_x"
"31710143",4,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_S_x","x_S_x","x_S_x","x_S_x","x_S_x"
"31510062",4,"F_S_R","F_x_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","x_S_x","x_x_x","x_S_x","x_S_x"
"31710165",4,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_S_x","x_S_x","x_S_R","x_x_x","x_S_R"
"31710112",4,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","F_S_x","x_S_x","x_S_R","x_S_R","x_S_R","x_S_R"
"31710156",4,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_R","F_S_x","F_S_x","x_x_x","F_S_x","F_S_x","x_S_x","x_S_x","x_S_x","x_S_x"
"31710086",4,"F_S_R","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_x_x","x_S_x","x_S_x","x_S_x","x_S_x"
"31610121",4,"x_x_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","x_x_x","x_S_x","x_S_R","x_x_x","x_S_x"
"31710074",4,"F_x_x","F_S_x","F_S_x","F_S_x","F_S_x","x_S_x","F_S_x","F_S_x","F_S_x","F_x_x","F_S_x","x_x_x","x_x_x","x_x_x","x_x_x"
"31710042",4,"F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","x_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_S_x","x_S_x","x_S_x","x_S_x","x_S_x"
