cluster0,1_1_F,1_1_S,1_1_R,1_2_F,1_2_S,1_2_R,1_3_F,1_3_S,1_3_R,1_4_F,1_4_S,1_4_R,1_5_F,1_5_S,1_5_R
0,66.66666666666666,0.0,0.0,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,66.66666666666666,100.0,33.33333333333333,66.66666666666666,100.0,66.66666666666666,66.66666666666666,66.66666666666666
1,100.0,80.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,80.0,0.0,80.0,40.0,0.0
2,91.30434782608697,91.30434782608697,0.0,91.30434782608697,91.30434782608697,0.0,86.95652173913044,86.95652173913044,8.695652173913041,86.95652173913044,91.30434782608697,4.347826086956521,86.95652173913044,86.95652173913044,13.04347826086956
3,83.33333333333334,66.66666666666666,50.0,100.0,83.33333333333334,100.0,100.0,83.33333333333334,100.0,100.0,83.33333333333334,100.0,83.33333333333334,100.0,100.0
4,25.0,25.0,0.0,0.0,0.0,100.0,0.0,50.0,100.0,25.0,50.0,100.0,50.0,75.0,75.0
5,33.33333333333333,33.33333333333333,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
6,100.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0
7,0.0,50.0,100.0,100.0,100.0,50.0,100.0,100.0,50.0,100.0,100.0,50.0,100.0,100.0,0.0
