,InputID,day,1_1,1_2,1_3,1_4,1_5,cluster0,2_1,2_2,2_3,2_4,2_5,cluster1,3_1,3_2,3_3,3_4,3_5,cluster2
0,31710071,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_R,4,F_S_R,F_S_R,F_S_x,F_S_x,F_S_x,0,x_x_R,x_S_x,x_S_x,x_S_x,x_S_x,19
1,31510207,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,3,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,x_x_x,x_x_R,x_x_R,x_x_R,x_x_R,4
2,31710061,5,F_x_x,F_S_x,F_S_R,F_S_R,F_S_x,15,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,x_x_x,x_x_x,F_x_R,F_x_R,F_x_x,16
3,s31610012,5,F_x_x,F_S_x,F_S_x,x_S_x,F_S_x,14,x_x_R,F_S_x,F_S_x,F_S_x,F_S_x,17,F_x_x,x_S_R,x_S_R,x_S_R,x_S_R,3
4,31610124,5,x_x_R,F_S_R,F_S_R,F_S_R,F_S_x,1,F_S_x,F_S_x,F_S_x,F_S_x,x_S_x,19,x_x_x,x_x_x,x_x_R,x_x_x,x_x_R,17
5,31610158,5,F_x_x,F_S_x,F_S_x,x_S_x,F_S_x,14,x_x_x,x_x_x,x_x_x,x_x_R,x_x_R,10,x_x_x,F_x_R,F_x_R,F_x_R,F_x_R,6
6,31610028,5,F_x_R,F_S_R,F_S_R,F_S_R,F_S_R,6,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,8,x_x_R,x_S_R,x_S_R,x_S_R,x_S_R,0
7,31710023,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,3,F_S_x,F_S_x,F_S_R,F_S_R,F_S_x,0,x_x_x,x_x_x,x_x_x,x_x_x,x_x_x,1
8,31610016,5,F_x_x,F_S_R,x_S_R,x_S_R,F_S_R,12,F_S_R,F_x_R,F_x_x,F_S_R,F_S_x,5,x_S_R,x_S_R,x_S_R,x_S_R,x_S_R,0
9,31410196,5,F_S_x,F_S_x,x_x_x,F_S_x,F_S_x,3,F_S_R,x_S_R,F_S_R,F_S_R,F_S_R,3,x_S_x,x_S_R,x_S_R,x_S_R,x_S_R,3
