,InputID,day,1_1,1_2,1_3,1_4,1_5,cluster0,2_1,2_2,2_3,2_4,2_5,cluster1,3_1,3_2,3_3,3_4,3_5,cluster2
25,31710105,3,F_S_x,F_x_x,F_S_x,F_S_x,F_S_x,4,x_x_x,F_S_x,x_x_x,F_S_x,F_S_R,3,F_x_x,x_x_x,x_S_x,x_S_x,x_S_x,1
26,s31710125,3,F_S_x,F_S_R,F_S_x,x_x_R,F_x_R,4,F_x_x,F_S_x,F_S_x,F_S_x,x_S_x,3,x_S_x,x_S_x,x_x_x,x_S_x,x_S_x,1
27,31610097,3,F_S_x,F_S_x,F_S_x,F_S_x,x_x_x,3,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,x_x_x,x_S_x,x_S_x,x_S_x,x_S_x,1
28,s31710137,3,F_S_x,F_S_x,F_S_x,F_x_x,F_S_x,0,F_S_x,F_x_x,F_S_x,F_S_x,F_S_x,5,x_S_x,x_x_x,x_S_x,x_S_x,x_S_x,1
29,31710129,3,F_S_x,F_S_x,F_x_x,F_S_x,F_S_x,0,F_S_x,F_x_x,F_S_x,F_S_x,F_S_x,5,x_S_x,x_S_x,x_x_x,F_S_x,x_S_x,1
30,31510062,3,x_x_x,F_S_x,F_x_x,F_S_x,x_x_x,1,F_S_x,x_S_x,F_S_x,F_x_x,F_x_x,1,x_x_x,x_S_R,x_S_R,x_x_R,x_S_R,0
31,31710165,3,F_S_x,F_S_x,F_S_x,F_S_x,F_x_x,3,F_S_x,F_S_x,F_S_x,F_x_x,F_S_x,1,F_x_x,x_S_x,x_S_x,x_S_x,x_S_x,1
32,31710112,3,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,x_S_x,x_S_x,x_S_x,x_S_x,5
33,31710156,3,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,F_S_x,F_S_x,F_x_x,x_x_x,1,F_x_x,F_x_R,x_S_x,x_x_x,x_S_x,1
34,31710086,3,x_S_x,F_S_x,F_S_x,F_x_x,F_S_x,2,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,x_x_x,x_S_x,x_S_x,x_S_x,x_S_x,1
35,31610121,3,F_S_x,F_S_x,F_S_x,F_S_x,F_x_x,3,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,x_x_x,x_S_x,x_S_x,x_S_x,x_S_x,1
36,31710074,3,x_x_x,F_x_x,F_S_x,F_x_x,F_S_x,2,F_x_x,F_S_x,F_S_x,x_x_x,F_x_x,1,x_x_x,x_x_x,x_x_x,x_x_x,x_x_x,4
37,s31710042,3,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,F_S_R,F_S_R,F_S_R,x_x_R,4,F_x_x,x_x_x,x_S_x,x_S_x,x_S_x,1
