cluster1,2_1_F,2_1_S,2_1_R,2_2_F,2_2_S,2_2_R,2_3_F,2_3_S,2_3_R,2_4_F,2_4_S,2_4_R,2_5_F,2_5_S,2_5_R
0,2,2,1,4,4,1,4,4,3,1,2,1,3,3,2
1,17,17,17,17,17,14,17,17,16,17,17,16,17,17,17
2,8,8,1,7,7,1,8,8,2,8,8,2,8,8,1
3,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0
4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
5,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
6,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0
7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
