cluster1,2_1_F,2_1_S,2_1_R,2_2_F,2_2_S,2_2_R,2_3_F,2_3_S,2_3_R,2_4_F,2_4_S,2_4_R,2_5_F,2_5_S,2_5_R
0,1,2,1,2,2,2,1,2,2,0,2,3,0,2,3
1,3,5,0,6,5,0,7,7,0,6,7,1,7,7,0
2,2,2,1,2,1,3,1,1,0,2,2,1,2,2,0
3,15,15,3,15,15,2,15,15,2,14,15,2,14,15,1
4,8,7,6,7,7,8,8,8,8,8,8,7,8,8,7
5,0,0,3,2,3,2,2,2,0,2,2,0,2,2,0
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,0,0,2,0,1,2,0,1,2,0,1,2,1,1,0
9,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0
