,InputID,day,1_1,1_2,1_3,1_4,1_5,cluster0,2_1,2_2,2_3,2_4,2_5,cluster1,3_1,3_2,3_3,3_4,3_5,cluster2
34,31710117,5,F_S_x,F_x_x,F_S_x,F_S_x,x_x_x,2,F_x_x,F_S_x,F_S_x,F_S_x,x_S_x,0,x_x_x,x_x_R,x_x_R,x_x_R,x_x_x,0
19,31710148,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,3,x_S_x,x_x_R,x_x_R,x_x_R,x_x_x,0
36,s31710111,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_R,F_S_x,F_S_x,F_S_x,F_S_x,3,x_x_x,x_x_R,x_S_R,x_x_x,x_S_x,0
14,3161013,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,x_x_x,x_x_x,x_x_x,x_x_x,x_x_x,0,x_S_x,x_S_x,x_S_x,x_S_x,x_S_R,1
22,31710096,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,x_S_x,F_S_x,x_S_x,F_x_x,0,x_S_x,x_S_x,x_S_x,x_S_x,x_S_x,1
24,31710002,5,F_S_x,F_S_x,F_S_x,F_S_x,x_x_x,0,x_S_x,x_x_x,x_x_x,x_x_x,x_x_x,0,x_x_x,x_x_x,x_x_x,x_S_x,x_S_x,1
47,31710042,5,F_S_x,F_S_x,F_S_x,F_S_x,x_x_x,0,x_x_x,x_S_x,x_x_x,x_x_x,F_S_x,0,x_S_x,F_x_R,x_x_x,F_x_x,x_x_x,1
7,31710023,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,F_S_x,F_S_R,F_S_R,F_S_x,3,x_x_x,x_x_x,x_x_x,x_x_x,x_x_x,1
40,31510173,5,F_S_x,F_S_x,F_S_x,x_x_x,F_S_x,0,x_S_x,F_x_x,F_S_x,F_S_x,F_S_x,11,x_S_x,x_S_x,x_S_x,x_S_x,x_x_x,1
4,31610124,5,x_x_R,F_S_R,F_S_R,F_S_R,F_S_x,7,F_S_x,F_S_x,F_S_x,F_S_x,x_S_x,3,x_x_x,x_x_x,x_x_R,x_x_x,x_x_R,2
15,31710167,5,x_x_x,F_S_R,F_S_R,F_x_R,F_S_R,3,F_x_x,x_x_R,x_x_x,x_x_x,x_x_R,7,x_x_x,x_S_R,x_x_R,x_x_x,x_x_R,2
31,31710106,5,x_x_x,x_x_x,x_x_R,x_x_R,x_x_R,8,x_x_x,x_x_R,x_x_x,x_x_x,x_x_x,2,x_x_x,x_x_R,x_x_R,x_x_R,x_x_R,3
1,31510207,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,3,x_x_x,x_x_R,x_x_R,x_x_R,x_x_R,3
