cluster2,3_1_F,3_1_S,3_1_R,3_2_F,3_2_S,3_2_R,3_3_F,3_3_S,3_3_R,3_4_F,3_4_S,3_4_R,3_5_F,3_5_S,3_5_R
0,1,0,1,3,2,3,5,1,5,4,2,6,5,1,5
1,0,0,2,0,2,1,0,2,2,0,1,0,0,2,2
2,2,0,4,3,0,2,3,0,3,1,0,3,2,0,3
3,0,2,6,0,3,6,0,4,6,0,4,6,0,4,6
4,0,1,0,1,1,3,0,1,3,1,0,3,0,1,3
5,10,0,8,12,0,11,12,0,12,12,0,12,12,0,12
