date,time,ans,InputID,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial
2017/10/09,14:59:28,0,31710071,3,3,0,PROB_BEGIN,0,0,0,0,0,1507528768,0,f,0,0,0,0,0,0,1
2017/10/09,14:59:34,3,31710071,3,3,1,SET,1,3,3,0,0,1507528768,0,f,0,1,0,0,0,1,1
2017/10/09,14:59:55,13,31710071,3,3,2,SET,2,1,3,1,0,1507528768,0,f,0,1,0,0,0,1,1
2017/10/09,14:59:56,213,31710071,3,3,3,SET,3,2,3,1,2,1507528768,0,s,1,1,1,1,1,5,1
2017/10/09,14:59:57,213,31710071,3,3,3,CHECK,0,0,3,1,2,1507528768,1,s,1,1,1,1,1,5,1
2017/10/09,14:59:57,0,31710071,3,4,0,PROB_BEGIN,0,0,0,0,0,1507528797,0,f,0,0,0,0,0,0,1
2017/10/09,15:00:09,3,31710071,3,4,1,SET,1,3,3,0,0,1507528797,0,f,0,1,0,0,0,1,1
2017/10/09,15:00:16,13,31710071,3,4,2,SET,2,1,3,1,0,1507528797,0,f,0,1,0,0,0,1,1
2017/10/09,15:00:18,213,31710071,3,4,3,SET,3,2,3,1,2,1507528797,0,s,1,1,1,1,1,5,1
2017/10/09,15:00:18,213,31710071,3,4,3,CHECK,0,0,3,1,2,1507528797,1,s,1,1,1,1,1,5,1
2017/10/09,15:00:19,0,31710071,3,5,0,PROB_BEGIN,0,0,0,0,0,1507528819,0,f,0,0,0,0,0,0,1
2017/10/09,15:00:24,3,31710071,3,5,1,SET,1,3,3,0,0,1507528819,0,f,0,1,0,0,0,1,1
2017/10/09,15:00:27,13,31710071,3,5,2,SET,2,1,3,1,0,1507528819,0,f,0,1,0,0,0,1,1
2017/10/09,15:00:30,213,31710071,3,5,3,SET,3,2,3,1,2,1507528819,0,s,1,1,1,1,1,5,1
2017/10/09,15:00:30,213,31710071,3,5,3,CHECK,0,0,3,1,2,1507528819,1,s,1,1,1,1,1,5,1
2017/10/09,15:04:17,0,31710061,1,1,0,PROB_BEGIN,0,0,0,0,0,1507529057,0,f,0,0,0,0,0,0,1
2017/10/09,15:04:25,20,31710061,1,1,1,SET,2,2,0,2,0,1507529057,0,f,0,0,0,0,0,0,1
2017/10/09,15:04:28,21,31710061,1,1,2,SET,1,1,1,2,0,1507529057,0,f,0,0,0,0,0,0,1
2017/10/09,15:04:29,321,31710061,1,1,3,SET,3,3,1,2,3,1507529057,0,s,1,1,1,1,1,5,1
2017/10/09,15:04:29,321,31710061,1,1,3,CHECK,0,0,1,2,3,1507529057,1,s,1,1,1,1,1,5,1
2017/10/09,15:04:31,0,31710061,1,2,0,PROB_BEGIN,0,0,0,0,0,1507529071,0,f,0,0,0,0,0,0,1
2017/10/09,15:04:43,20,31710061,1,2,1,SET,2,2,0,2,0,1507529071,0,f,0,0,0,0,0,0,1
2017/10/09,15:04:44,25,31710061,1,2,2,SET,1,5,5,2,0,1507529071,0,f,0,0,0,0,0,0,1
2017/10/09,15:04:45,25,31710061,1,2,3,REMOVE,1,5,5,2,0,1507529071,0,f,0,0,0,0,0,0,1
2017/10/09,15:04:47,21,31710061,1,2,4,SET,1,1,1,2,0,1507529071,0,f,0,0,0,0,0,0,1
2017/10/09,15:04:47,521,31710061,1,2,5,SET,3,5,1,2,5,1507529071,0,f,0,0,1,1,1,3,1
2017/10/09,15:04:48,521,31710061,1,2,5,CHECK,0,0,1,2,5,1507529071,1,f,0,0,1,1,1,3,1
2017/10/09,15:04:54,521,31710061,1,2,6,REMOVE,3,5,1,2,5,1507529071,1,f,0,0,1,1,1,3,1
2017/10/09,15:04:55,321,31710061,1,2,7,SET,3,3,1,2,3,1507529071,1,s,1,1,1,1,1,5,1
2017/10/09,15:04:55,321,31710061,1,2,7,CHECK,0,0,1,2,3,1507529071,2,s,1,1,1,1,1,5,1
2017/10/09,15:04:56,0,31710061,1,3,0,PROB_BEGIN,0,0,0,0,0,1507529096,0,f,0,0,0,0,0,0,1
2017/10/09,15:04:59,6,31710061,1,3,1,SET,1,6,6,0,0,1507529096,0,f,0,0,0,0,0,0,1
2017/10/09,15:05:01,26,31710061,1,3,2,SET,2,2,6,2,0,1507529096,0,f,0,0,0,0,0,0,1
2017/10/09,15:05:03,326,31710061,1,3,3,SET,3,3,6,2,3,1507529096,0,f,0,1,1,1,0,3,1
2017/10/09,15:05:04,326,31710061,1,3,4,REMOVE,1,6,6,2,3,1507529096,0,f,0,1,1,1,0,3,1
2017/10/09,15:05:06,321,31710061,1,3,5,SET,1,1,1,2,3,1507529096,0,s,1,1,1,1,1,5,1
2017/10/09,15:05:06,321,31710061,1,3,5,CHECK,0,0,1,2,3,1507529096,1,s,1,1,1,1,1,5,1
2017/10/09,15:05:07,0,31710061,1,4,0,PROB_BEGIN,0,0,0,0,0,1507529107,0,f,0,0,0,0,0,0,1
2017/10/09,15:05:15,300,31710061,1,4,1,SET,3,3,0,0,3,1507529107,0,f,0,1,0,0,0,1,1
2017/10/09,15:05:19,301,31710061,1,4,2,SET,1,1,1,0,3,1507529107,0,f,0,1,0,0,0,1,1
2017/10/09,15:05:20,321,31710061,1,4,3,SET,2,2,1,2,3,1507529107,0,s,1,1,1,1,1,5,1
2017/10/09,15:05:21,321,31710061,1,4,3,CHECK,0,0,1,2,3,1507529107,1,s,1,1,1,1,1,5,1
2017/10/09,15:05:22,0,31710061,1,5,0,PROB_BEGIN,0,0,0,0,0,1507529122,0,f,0,0,0,0,0,0,1
2017/10/09,15:05:24,1,31710061,1,5,1,SET,1,1,1,0,0,1507529122,0,f,0,0,0,0,0,0,1
2017/10/09,15:05:26,41,31710061,1,5,2,SET,2,4,1,4,0,1507529122,0,f,0,0,0,0,0,0,1
2017/10/09,15:05:33,341,31710061,1,5,3,SET,3,3,1,4,3,1507529122,0,f,0,1,1,1,0,3,1
2017/10/09,15:05:33,341,31710061,1,5,4,REMOVE,2,4,1,4,3,1507529122,0,f,0,1,1,1,0,3,1
2017/10/09,15:05:35,321,31710061,1,5,5,SET,2,2,1,2,3,1507529122,0,s,1,1,1,1,1,5,1
2017/10/09,15:05:36,321,31710061,1,5,5,CHECK,0,0,1,2,3,1507529122,1,s,1,1,1,1,1,5,1
2017/10/09,15:05:38,0,31710061,2,1,0,PROB_BEGIN,0,0,0,0,0,1507529138,0,f,0,0,0,0,0,0,1
2017/10/09,15:05:47,1,31710061,2,1,1,SET,1,1,1,0,0,1507529138,0,f,0,0,0,0,0,0,1
2017/10/09,15:05:48,41,31710061,2,1,2,SET,2,4,1,4,0,1507529138,0,f,0,0,0,0,0,0,1
2017/10/09,15:05:55,341,31710061,2,1,3,SET,3,3,1,4,3,1507529138,0,f,0,1,1,1,0,3,1
2017/10/09,15:05:55,341,31710061,2,1,4,REMOVE,2,4,1,4,3,1507529138,0,f,0,1,1,1,0,3,1
2017/10/09,15:05:56,321,31710061,2,1,5,SET,2,2,1,2,3,1507529138,0,s,1,1,1,1,1,5,1
2017/10/09,15:05:57,321,31710061,2,1,5,CHECK,0,0,1,2,3,1507529138,1,s,1,1,1,1,1,5,1
2017/10/09,15:05:57,0,31710061,2,2,0,PROB_BEGIN,0,0,0,0,0,1507529157,0,f,0,0,0,0,0,0,1
2017/10/09,15:06:01,1,31710061,2,2,1,SET,1,1,1,0,0,1507529157,0,f,0,0,0,0,0,0,1
2017/10/09,15:06:04,21,31710061,2,2,2,SET,2,2,1,2,0,1507529157,0,f,0,0,0,0,0,0,1
2017/10/09,15:06:08,321,31710061,2,2,3,SET,3,3,1,2,3,1507529157,0,s,1,1,1,1,1,5,1
2017/10/09,15:06:09,321,31710061,2,2,3,CHECK,0,0,1,2,3,1507529157,1,s,1,1,1,1,1,5,1
2017/10/09,15:06:10,0,31710061,2,3,0,PROB_BEGIN,0,0,0,0,0,1507529170,0,f,0,0,0,0,0,0,1
2017/10/09,15:06:14,500,31710061,2,3,1,SET,3,5,0,0,5,1507529170,0,f,0,0,0,0,0,0,1
2017/10/09,15:06:16,500,31710061,2,3,2,REMOVE,3,5,0,0,5,1507529170,0,f,0,0,0,0,0,0,1
2017/10/09,15:06:21,300,31710061,2,3,3,SET,3,3,0,0,3,1507529170,0,f,0,1,0,0,0,1,1
2017/10/09,15:06:25,320,31710061,2,3,4,SET,2,2,0,2,3,1507529170,0,f,0,1,0,0,0,1,1
2017/10/09,15:06:26,321,31710061,2,3,5,SET,1,1,1,2,3,1507529170,0,s,1,1,1,1,1,5,1
2017/10/09,15:06:27,321,31710061,2,3,5,CHECK,0,0,1,2,3,1507529170,1,s,1,1,1,1,1,5,1
2017/10/09,15:06:27,0,31710061,2,4,0,PROB_BEGIN,0,0,0,0,0,1507529187,0,f,0,0,0,0,0,0,1
2017/10/09,15:06:30,300,31710061,2,4,1,SET,3,3,0,0,3,1507529187,0,f,0,1,0,0,0,1,1
2017/10/09,15:06:32,340,31710061,2,4,2,SET,2,4,0,4,3,1507529187,0,f,0,1,0,0,0,1,1
2017/10/09,15:06:38,340,31710061,2,4,3,REMOVE,2,4,0,4,3,1507529187,0,f,0,1,0,0,0,1,1
2017/10/09,15:06:40,320,31710061,2,4,4,SET,2,2,0,2,3,1507529187,0,f,0,1,0,0,0,1,1
2017/10/09,15:06:42,321,31710061,2,4,5,SET,1,1,1,2,3,1507529187,0,s,1,1,1,1,1,5,1
2017/10/09,15:06:43,321,31710061,2,4,5,CHECK,0,0,1,2,3,1507529187,1,s,1,1,1,1,1,5,1
2017/10/09,15:06:44,0,31710061,2,5,0,PROB_BEGIN,0,0,0,0,0,1507529204,0,f,0,0,0,0,0,0,1
2017/10/09,15:06:46,40,31710061,2,5,1,SET,2,4,0,4,0,1507529204,0,f,0,0,0,0,0,0,1
2017/10/09,15:06:48,46,31710061,2,5,2,SET,1,6,6,4,0,1507529204,0,f,0,0,0,0,0,0,1
2017/10/09,15:06:52,346,31710061,2,5,3,SET,3,3,6,4,3,1507529204,0,f,0,1,1,1,0,3,1
2017/10/09,15:06:53,346,31710061,2,5,4,REMOVE,1,6,6,4,3,1507529204,0,f,0,1,1,1,0,3,1
2017/10/09,15:06:57,340,31710061,2,5,5,REMOVE,2,4,0,4,3,1507529204,0,f,0,1,0,0,0,1,1
2017/10/09,15:07:00,301,31710061,2,5,6,SET,1,1,1,0,3,1507529204,0,f,0,1,0,0,0,1,1
2017/10/09,15:07:00,301,31710061,2,5,7,REMOVE,1,1,1,0,3,1507529204,0,f,0,1,0,0,0,1,1
2017/10/09,15:07:00,301,31710061,2,5,8,SET,1,1,1,0,3,1507529204,0,f,0,1,0,0,0,1,1
2017/10/09,15:07:02,321,31710061,2,5,9,SET,2,2,1,2,3,1507529204,0,s,1,1,1,1,1,5,1
2017/10/09,15:07:02,321,31710061,2,5,9,CHECK,0,0,1,2,3,1507529204,1,s,1,1,1,1,1,5,1
2017/10/09,15:07:05,0,31710061,3,1,0,PROB_BEGIN,0,0,0,0,0,1507529225,0,f,0,0,0,0,0,0,1
2017/10/09,15:07:10,2,31710061,3,1,1,SET,1,2,2,0,0,1507529225,0,f,0,0,0,0,0,0,1
2017/10/09,15:07:15,2,31710061,3,1,2,REMOVE,1,2,2,0,0,1507529225,0,f,0,0,0,0,0,0,1
2017/10/09,15:07:17,100,31710061,3,1,3,SET,3,1,0,0,1,1507529225,0,f,0,0,0,0,0,0,1
2017/10/09,15:07:23,150,31710061,3,1,4,SET,2,5,0,5,1,1507529225,0,f,0,0,0,0,0,0,1
2017/10/09,15:07:28,152,31710061,3,1,5,SET,1,2,2,5,1,1507529225,0,f,0,0,1,1,1,3,1
2017/10/09,15:07:32,152,31710061,3,1,6,REMOVE,3,1,2,5,1,1507529225,0,f,0,0,1,1,1,3,1
2017/10/09,15:07:43,52,31710061,3,1,7,REMOVE,2,5,2,5,0,1507529225,0,f,0,0,0,0,0,0,1
2017/10/09,15:07:45,32,31710061,3,1,8,SET,2,3,2,3,0,1507529225,0,f,0,1,0,0,0,1,1
2017/10/09,15:07:54,132,31710061,3,1,9,SET,3,1,2,3,1,1507529225,0,s,1,1,1,1,1,5,1
2017/10/09,15:07:55,132,31710061,3,1,9,CHECK,0,0,2,3,1,1507529225,1,s,1,1,1,1,1,5,1
2017/10/09,15:07:56,0,31710061,3,2,0,PROB_BEGIN,0,0,0,0,0,1507529276,0,f,0,0,0,0,0,0,1
2017/10/09,15:08:03,4,31710061,3,2,1,SET,1,4,4,0,0,1507529276,0,f,0,0,0,0,0,0,1
2017/10/09,15:08:06,4,31710061,3,2,2,REMOVE,1,4,4,0,0,1507529276,0,f,0,0,0,0,0,0,1
2017/10/09,15:08:07,4,31710061,3,2,3,SET,1,4,4,0,0,1507529276,0,f,0,0,0,0,0,0,1
2017/10/09,15:08:15,304,31710061,3,2,4,SET,3,3,4,0,3,1507529276,0,f,0,1,0,0,0,1,1
2017/10/09,15:08:20,304,31710061,3,2,5,REMOVE,1,4,4,0,3,1507529276,0,f,0,1,0,0,0,1,1
2017/10/09,15:08:21,302,31710061,3,2,6,SET,1,2,2,0,3,1507529276,0,f,0,1,0,0,0,1,1
2017/10/09,15:08:23,312,31710061,3,2,7,SET,2,1,2,1,3,1507529276,0,s,1,1,1,1,1,5,1
2017/10/09,15:08:25,312,31710061,3,2,7,CHECK,0,0,2,1,3,1507529276,1,s,1,1,1,1,1,5,1
2017/10/09,15:08:27,0,31710061,3,3,0,PROB_BEGIN,0,0,0,0,0,1507529307,0,f,0,0,0,0,0,0,1
2017/10/09,15:08:32,4,31710061,3,3,1,SET,1,4,4,0,0,1507529307,0,f,0,0,0,0,0,0,1
2017/10/09,15:08:35,14,31710061,3,3,2,SET,2,1,4,1,0,1507529307,0,f,0,0,0,0,0,0,1
2017/10/09,15:08:36,14,31710061,3,3,3,REMOVE,2,1,4,1,0,1507529307,0,f,0,0,0,0,0,0,1
2017/10/09,15:08:37,104,31710061,3,3,4,SET,3,1,4,0,1,1507529307,0,f,0,0,0,0,0,0,1
2017/10/09,15:08:40,134,31710061,3,3,5,SET,2,3,4,3,1,1507529307,0,f,0,1,1,1,0,3,1
2017/10/09,15:08:43,134,31710061,3,3,6,REMOVE,1,4,4,3,1,1507529307,0,f,0,1,1,1,0,3,1
2017/10/09,15:08:45,132,31710061,3,3,7,SET,1,2,2,3,1,1507529307,0,s,1,1,1,1,1,5,1
2017/10/09,15:08:45,132,31710061,3,3,7,CHECK,0,0,2,3,1,1507529307,1,s,1,1,1,1,1,5,1
2017/10/09,15:08:46,0,31710061,3,4,0,PROB_BEGIN,0,0,0,0,0,1507529326,0,f,0,0,0,0,0,0,1
2017/10/09,15:08:50,2,31710061,3,4,1,SET,1,2,2,0,0,1507529326,0,f,0,0,0,0,0,0,1
2017/10/09,15:08:52,12,31710061,3,4,2,SET,2,1,2,1,0,1507529326,0,f,0,0,0,0,0,0,1
2017/10/09,15:08:55,312,31710061,3,4,3,SET,3,3,2,1,3,1507529326,0,s,1,1,1,1,1,5,1
2017/10/09,15:08:57,312,31710061,3,4,3,CHECK,0,0,2,1,3,1507529326,1,s,1,1,1,1,1,5,1
2017/10/09,15:08:58,0,31710061,3,5,0,PROB_BEGIN,0,0,0,0,0,1507529338,0,f,0,0,0,0,0,0,1
2017/10/09,15:09:02,4,31710061,3,5,1,SET,1,4,4,0,0,1507529338,0,f,0,0,0,0,0,0,1
2017/10/09,15:09:05,104,31710061,3,5,2,SET,3,1,4,0,1,1507529338,0,f,0,0,0,0,0,0,1
2017/10/09,15:09:07,154,31710061,3,5,3,SET,2,5,4,5,1,1507529338,0,f,0,0,1,1,0,2,1
2017/10/09,15:09:08,154,31710061,3,5,4,REMOVE,2,5,4,5,1,1507529338,0,f,0,0,1,1,0,2,1
2017/10/09,15:09:08,104,31710061,3,5,5,REMOVE,3,1,4,0,1,1507529338,0,f,0,0,0,0,0,0,1
2017/10/09,15:09:08,14,31710061,3,5,6,SET,2,1,4,1,0,1507529338,0,f,0,0,0,0,0,0,1
2017/10/09,15:09:09,14,31710061,3,5,7,REMOVE,2,1,4,1,0,1507529338,0,f,0,0,0,0,0,0,1
2017/10/09,15:09:09,104,31710061,3,5,8,SET,3,1,4,0,1,1507529338,0,f,0,0,0,0,0,0,1
2017/10/09,15:09:10,154,31710061,3,5,9,SET,2,5,4,5,1,1507529338,0,f,0,0,1,1,0,2,1
2017/10/09,15:09:17,154,31710061,3,5,10,REMOVE,1,4,4,5,1,1507529338,0,f,0,0,1,1,0,2,1
2017/10/09,15:09:18,152,31710061,3,5,11,SET,1,2,2,5,1,1507529338,0,f,0,0,1,1,1,3,1
2017/10/09,15:09:19,152,31710061,3,5,11,CHECK,0,0,2,5,1,1507529338,1,f,0,0,1,1,1,3,1
2017/10/09,15:09:21,152,31710061,3,5,12,REMOVE,2,5,2,5,1,1507529338,1,f,0,0,1,1,1,3,1
2017/10/09,15:09:23,132,31710061,3,5,13,SET,2,3,2,3,1,1507529338,1,s,1,1,1,1,1,5,1
2017/10/09,15:09:23,132,31710061,3,5,13,CHECK,0,0,2,3,1,1507529338,2,s,1,1,1,1,1,5,1
2017/10/09,15:41:49,0,31610012,1,1,0,PROB_BEGIN,0,0,0,0,0,1507531309,0,f,0,0,0,0,0,0,1
2017/10/09,15:41:51,6,31610012,1,1,1,SET,1,6,6,0,0,1507531309,0,f,0,0,0,0,0,0,1
2017/10/09,15:41:54,26,31610012,1,1,2,SET,2,2,6,2,0,1507531309,0,f,0,0,0,0,0,0,1
