date,time,ans,InputID,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial
2017/11/06,14:40:04,0,31710071,1,1,0,PROB_BEGIN,0,0,0,0,0,1509946804,0,f,0,0,0,0,0,0,1
2017/11/06,14:41:14,1,31710071,1,1,1,SET,1,1,1,0,0,1509946804,0,f,0,0,0,0,0,0,1
2017/11/06,14:41:17,21,31710071,1,1,2,SET,2,2,1,2,0,1509946804,0,f,0,0,0,0,0,0,1
2017/11/06,14:41:22,321,31710071,1,1,3,SET,3,3,1,2,3,1509946804,0,s,1,1,1,1,1,5,1
2017/11/06,14:41:22,321,31710071,1,1,3,CHECK,0,0,1,2,3,1509946804,1,s,1,1,1,1,1,5,1
2017/11/06,14:41:23,321,31710071,1,1,3,PROB_END,0,0,1,2,3,1509946804,1,s,2,2,2,2,2,10,1
2017/11/06,14:41:23,0,31710071,1,2,0,PROB_BEGIN,0,0,0,0,0,1509946883,0,f,0,0,0,0,0,0,1
2017/11/06,14:41:35,40,31710071,1,2,1,SET,2,4,0,4,0,1509946883,0,f,0,0,0,0,0,0,1
2017/11/06,14:41:39,41,31710071,1,2,2,SET,1,1,1,4,0,1509946883,0,f,0,0,0,0,0,0,1
2017/11/06,14:41:41,41,31710071,1,2,3,REMOVE,2,4,1,4,0,1509946883,0,f,0,0,0,0,0,0,1
2017/11/06,14:41:43,21,31710071,1,2,4,SET,2,2,1,2,0,1509946883,0,f,0,0,0,0,0,0,1
2017/11/06,14:41:44,321,31710071,1,2,5,SET,3,3,1,2,3,1509946883,0,s,1,1,1,1,1,5,1
2017/11/06,14:41:44,321,31710071,1,2,5,CHECK,0,0,1,2,3,1509946883,1,s,1,1,1,1,1,5,1
2017/11/06,14:41:45,321,31710071,1,2,5,PROB_END,0,0,1,2,3,1509946883,1,s,2,2,2,2,2,10,1
2017/11/06,14:41:45,0,31710071,1,3,0,PROB_BEGIN,0,0,0,0,0,1509946905,0,f,0,0,0,0,0,0,1
2017/11/06,14:42:07,1,31710071,1,3,1,SET,1,1,1,0,0,1509946905,0,f,0,0,0,0,0,0,1
2017/11/06,14:42:08,21,31710071,1,3,2,SET,2,2,1,2,0,1509946905,0,f,0,0,0,0,0,0,1
2017/11/06,14:42:13,321,31710071,1,3,3,SET,3,3,1,2,3,1509946905,0,s,1,1,1,1,1,5,1
2017/11/06,14:42:14,321,31710071,1,3,3,CHECK,0,0,1,2,3,1509946905,1,s,1,1,1,1,1,5,1
2017/11/06,14:42:14,321,31710071,1,3,3,PROB_END,0,0,1,2,3,1509946905,1,s,2,2,2,2,2,10,1
2017/11/06,14:42:14,0,31710071,1,4,0,PROB_BEGIN,0,0,0,0,0,1509946934,0,f,0,0,0,0,0,0,1
2017/11/06,14:42:17,1,31710071,1,4,1,SET,1,1,1,0,0,1509946934,0,f,0,0,0,0,0,0,1
2017/11/06,14:42:23,301,31710071,1,4,2,SET,3,3,1,0,3,1509946934,0,f,0,1,0,0,0,1,1
2017/11/06,14:42:26,321,31710071,1,4,3,SET,2,2,1,2,3,1509946934,0,s,1,1,1,1,1,5,1
2017/11/06,14:42:27,321,31710071,1,4,3,CHECK,0,0,1,2,3,1509946934,1,s,1,1,1,1,1,5,1
2017/11/06,14:42:27,321,31710071,1,4,3,PROB_END,0,0,1,2,3,1509946934,1,s,2,3,2,2,2,11,1
2017/11/06,14:42:27,0,31710071,1,5,0,PROB_BEGIN,0,0,0,0,0,1509946947,0,f,0,0,0,0,0,0,1
2017/11/06,14:42:32,300,31710071,1,5,1,SET,3,3,0,0,3,1509946947,0,f,0,1,0,0,0,1,1
