q,,1_1,1_1,1_2,1_2,1_3,1_3,1_4,1_4,1_5,1_5,2_1,2_1,2_2,2_2,2_3,2_3,2_4,2_4,2_5,2_5,3_1,3_1,3_2,3_2,3_3,3_3,3_4,3_4,3_5,3_5
jdg,,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s
relation_st,story_st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,16,17,4,16,1,20,6,15,0,16,11,22,7,21,2,21,1,20,1,15,221,24,125,25,51,19,31,21,26,21
0,1,2,23,0,23,1,21,0,23,2,22,3,14,0,16,0,18,5,16,2,16,19,7,4,8,22,16,1,15,1,13
1,0,1,2,0,2,0,0,1,3,1,3,4,6,0,5,0,3,1,6,1,11,73,8,73,6,5,4,16,3,0,5
