q,,1_1,1_1,1_2,1_2,1_3,1_3,1_4,1_4,1_5,1_5,2_1,2_1,2_2,2_2,2_3,2_3,2_4,2_4,2_5,2_5,3_1,3_1,3_2,3_2,3_3,3_3,3_4,3_4,3_5,3_5
jdg,,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s,f,s
relation_st,story_st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,9,17,7,7,3,10,1,9,2,9,6,22,6,17,7,18,3,13,4,15,394,29,41,30,147,23,21,25,8,26
0,1,0,30,1,42,1,39,1,36,0,41,3,24,0,33,3,30,1,35,2,35,225,14,1,11,1,11,0,13,1,14
1,0,1,7,3,5,2,5,0,9,0,4,9,9,0,4,3,6,2,6,0,4,68,8,28,10,21,17,1,13,3,11
