cluster1,2_F,2_S,2_R
0,3.8181818181818183,2.8181818181818183,0.2727272727272727
1,5.0,3.6666666666666665,0.0
2,4.933333333333334,5.0,0.3333333333333333
3,4.666666666666667,4.666666666666667,3.6666666666666665
