cluster2,3_F,3_S,3_R
0,0.16666666666666666,1.9166666666666667,0.4166666666666667
1,0.3684210526315789,4.368421052631579,0.0
2,1.0,4.666666666666667,3.6666666666666665
3,0.16666666666666666,4.25,1.5833333333333333
