cluster1,2_F,2_S,2_R
0,4.461538461538462,4.5,0.5769230769230769
1,0.3,0.5,1.3
2,4.888888888888889,4.666666666666667,4.444444444444445
3,1.6666666666666667,4.666666666666667,4.333333333333333
