cluster2,3_F,3_S,3_R
0,0.3333333333333333,0.3333333333333333,2.533333333333333
1,0.08695652173913043,4.086956521739131,4.260869565217392
2,0.0,4.285714285714286,0.7142857142857143
3,4.0,0.0,4.333333333333333
