,date,time,ans,InputID,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st,q,counts,strategy
2470,2017/10/09,15:06:51,213,31610001,3,1,3,CHECK,0,0,3,1,2,1507529173,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1,15,F*
2477,2017/10/09,15:07:10,213,31610001,3,2,5,CHECK,0,0,3,1,2,1507529211,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2,15,F*
2484,2017/10/09,15:07:26,213,31610001,3,3,5,CHECK,0,0,3,1,2,1507529231,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_3,15,F*
2489,2017/10/09,15:07:44,213,31610001,3,4,3,CHECK,0,0,3,1,2,1507529247,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_4,15,F*
2494,2017/10/09,15:07:53,213,31610001,3,5,3,CHECK,0,0,3,1,2,1507529265,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_5,15,F*
2499,2017/10/09,14:59:54,321,31710002,1,1,3,CHECK,0,0,1,2,3,1507528777,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_1,9,F*
2504,2017/10/09,15:00:07,321,31710002,1,2,3,CHECK,0,0,1,2,3,1507528796,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,9,F*
2519,2017/10/09,15:01:04,321,31710002,1,3,13,CHECK,0,0,1,2,3,1507528809,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,9,n
2531,2017/10/09,15:01:40,321,31710002,1,4,9,CHECK,0,0,1,2,3,1507528865,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,9,F*
2538,2017/10/09,15:02:11,321,31710002,2,1,5,CHECK,0,0,1,2,3,1507528903,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1,9,F*
2543,2017/10/09,15:02:32,321,31710002,2,2,3,CHECK,0,0,1,2,3,1507528932,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,9,F*
2552,2017/10/09,15:03:15,321,31710002,2,3,7,CHECK,0,0,1,2,3,1507528953,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,9,F*
2557,2017/10/09,15:03:29,321,31710002,2,4,3,CHECK,0,0,1,2,3,1507528996,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_4,9,F*
2590,2017/10/09,15:05:54,231,31710002,3,1,29,CHECK,0,0,1,3,2,1507529013,3,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_1,9,r
2595,2017/10/09,15:01:08,321,31510156,1,1,3,CHECK,0,0,1,2,3,1507528825,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_1,15,F*
2600,2017/10/09,15:01:43,321,31510156,1,2,3,CHECK,0,0,1,2,3,1507528871,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
2605,2017/10/09,15:02:01,321,31510156,1,3,3,CHECK,0,0,1,2,3,1507528904,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
2610,2017/10/09,15:02:20,321,31510156,1,4,3,CHECK,0,0,1,2,3,1507528922,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
2615,2017/10/09,15:02:35,321,31510156,1,5,3,CHECK,0,0,1,2,3,1507528941,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,15,F*
2620,2017/10/09,15:02:59,321,31510156,2,1,3,CHECK,0,0,1,2,3,1507528959,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1,15,r
2625,2017/10/09,15:03:15,321,31510156,2,2,3,CHECK,0,0,1,2,3,1507528980,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2,15,r
2630,2017/10/09,15:03:29,321,31510156,2,3,3,CHECK,0,0,1,2,3,1507528996,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3,15,r
2635,2017/10/09,15:03:51,321,31510156,2,4,3,CHECK,0,0,1,2,3,1507529009,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_4,15,r
2640,2017/10/09,15:04:12,321,31510156,2,5,3,CHECK,0,0,1,2,3,1507529033,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_5,15,r
2645,2017/10/09,15:05:23,213,31510156,3,1,3,CHECK,0,0,3,1,2,1507529058,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1,15,n
2650,2017/10/09,15:05:43,213,31510156,3,2,3,CHECK,0,0,3,1,2,1507529125,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2,15,F*
2655,2017/10/09,15:05:57,213,31510156,3,3,3,CHECK,0,0,3,1,2,1507529143,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_3,15,F*
2660,2017/10/09,15:06:21,213,31510156,3,4,3,CHECK,0,0,3,1,2,1507529158,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_4,15,F*
2665,2017/10/09,15:06:37,213,31510156,3,5,3,CHECK,0,0,3,1,2,1507529182,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_5,15,F*
2672,2017/10/09,14:57:22,321,31610025,1,1,5,CHECK,0,0,1,2,3,1507528597,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_1,15,F*
2677,2017/10/09,14:57:59,321,31610025,1,2,3,CHECK,0,0,1,2,3,1507528643,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_2,15,r
2682,2017/10/09,14:58:13,321,31610025,1,3,3,CHECK,0,0,1,2,3,1507528680,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_3,15,r
2687,2017/10/09,14:58:33,321,31610025,1,4,3,CHECK,0,0,1,2,3,1507528694,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_4,15,r
2692,2017/10/09,14:58:44,321,31610025,1,5,3,CHECK,0,0,1,2,3,1507528714,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_5,15,r
2697,2017/10/09,15:00:27,321,31610025,2,1,3,CHECK,0,0,1,2,3,1507528754,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1,15,r
2702,2017/10/09,15:00:39,321,31610025,2,2,3,CHECK,0,0,1,2,3,1507528828,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2,15,r
2707,2017/10/09,15:00:52,321,31610025,2,3,3,CHECK,0,0,1,2,3,1507528840,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3,15,r
2712,2017/10/09,15:01:12,321,31610025,2,4,3,CHECK,0,0,1,2,3,1507528853,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_4,15,r
2717,2017/10/09,15:01:24,321,31610025,2,5,3,CHECK,0,0,1,2,3,1507528873,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_5,15,r
2724,2017/10/09,15:04:13,213,31610025,3,1,5,CHECK,0,0,3,1,2,1507528916,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_1,15,r
2729,2017/10/09,15:04:58,213,31610025,3,2,3,CHECK,0,0,3,1,2,1507529054,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2,15,F*
2734,2017/10/09,15:05:37,213,31610025,3,3,3,CHECK,0,0,3,1,2,1507529100,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_3,15,F*
2739,2017/10/09,15:06:03,213,31610025,3,4,3,CHECK,0,0,3,1,2,1507529138,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_4,15,F*
2744,2017/10/09,15:06:23,213,31610025,3,5,3,CHECK,0,0,3,1,2,1507529164,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_5,15,F*
2751,2017/10/09,14:56:15,321,s31610023,1,1,5,CHECK,0,0,1,2,3,1507528560,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_1,15,r
2756,2017/10/09,14:56:30,321,s31610023,1,2,3,CHECK,0,0,1,2,3,1507528576,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_2,15,r
2761,2017/10/09,14:56:41,321,s31610023,1,3,3,CHECK,0,0,1,2,3,1507528592,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_3,15,r
2766,2017/10/09,14:56:59,321,s31610023,1,4,3,CHECK,0,0,1,2,3,1507528602,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_4,15,r
2771,2017/10/09,14:57:10,321,s31610023,1,5,3,CHECK,0,0,1,2,3,1507528619,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_5,15,r
2776,2017/10/09,14:57:37,321,s31610023,2,1,3,CHECK,0,0,1,2,3,1507528633,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1,15,r
2781,2017/10/09,14:57:51,321,s31610023,2,2,3,CHECK,0,0,1,2,3,1507528658,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2,15,r
2786,2017/10/09,14:58:04,321,s31610023,2,3,3,CHECK,0,0,1,2,3,1507528672,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3,15,r
2791,2017/10/09,14:58:14,321,s31610023,2,4,3,CHECK,0,0,1,2,3,1507528684,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_4,15,r
2796,2017/10/09,14:58:24,321,s31610023,2,5,3,CHECK,0,0,1,2,3,1507528695,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_5,15,r
2805,2017/10/09,14:59:23,312,s31610023,3,1,7,CHECK,0,0,2,1,3,1507528707,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_1,15,r
2810,2017/10/09,14:59:41,312,s31610023,3,2,3,CHECK,0,0,2,1,3,1507528764,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2,15,r
2815,2017/10/09,15:00:00,312,s31610023,3,3,3,CHECK,0,0,2,1,3,1507528782,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3,15,r
2820,2017/10/09,15:00:12,312,s31610023,3,4,3,CHECK,0,0,2,1,3,1507528801,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_4,15,r
2825,2017/10/09,15:00:25,312,s31610023,3,5,3,CHECK,0,0,2,1,3,1507528813,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
2836,2017/10/09,15:03:30,321,31510037,1,1,9,CHECK,0,0,1,2,3,1507528983,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,12,n
2841,2017/10/09,15:03:51,321,31510037,1,2,3,CHECK,0,0,1,2,3,1507529012,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,12,F*
2848,2017/10/09,15:04:33,321,31510037,1,3,5,CHECK,0,0,1,2,3,1507529033,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_3,12,r
2853,2017/10/09,15:04:53,321,31510037,1,4,3,CHECK,0,0,1,2,3,1507529075,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,12,F*
2864,2017/10/09,15:05:26,321,31510037,2,1,9,CHECK,0,0,1,2,3,1507529106,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1,12,F*
2871,2017/10/09,15:05:54,321,31510037,2,2,5,CHECK,0,0,1,2,3,1507529128,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,12,F*
2885,2017/10/09,15:06:38,321,31510037,2,3,11,CHECK,0,0,1,2,3,1507529155,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,12,F*
2890,2017/10/09,15:06:58,321,31510037,2,4,3,CHECK,0,0,1,2,3,1507529199,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_4,12,r
2895,2017/10/09,15:07:22,321,31510037,3,1,3,CHECK,0,0,1,2,3,1507529222,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_1,12,r
2973,2017/10/09,15:10:45,321,31510037,3,2,61,CHECK,0,0,1,2,3,1507529243,16,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2,12,r
3057,2017/10/09,15:13:59,321,31510037,3,3,69,CHECK,0,0,1,2,3,1507529446,14,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3,12,r
3062,2017/10/09,15:20:31,321,31510037,3,4,3,CHECK,0,0,1,2,3,1507530020,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_4,12,s
3072,2017/10/09,15:25:41,321,31710106,1,1,7,CHECK,0,0,1,2,3,1507530310,2,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
3077,2017/10/09,15:25:59,321,31710106,1,2,3,CHECK,0,0,1,2,3,1507530341,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
3082,2017/10/09,15:26:12,321,31710106,1,3,3,CHECK,0,0,1,2,3,1507530359,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
3087,2017/10/09,15:26:27,321,31710106,1,4,3,CHECK,0,0,1,2,3,1507530373,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_4,15,n
3095,2017/10/09,15:26:47,321,31710106,1,5,5,CHECK,0,0,1,2,3,1507530388,2,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
3102,2017/10/09,15:27:06,321,31710106,2,1,5,CHECK,0,0,1,2,3,1507530410,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1,15,n
3115,2017/10/09,15:27:45,321,31710106,2,2,9,CHECK,0,0,1,2,3,1507530427,3,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
3120,2017/10/09,15:27:58,321,31710106,2,3,3,CHECK,0,0,1,2,3,1507530466,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3,15,r
3129,2017/10/09,15:28:25,321,31710106,2,4,7,CHECK,0,0,1,2,3,1507530479,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_4,15,n
3134,2017/10/09,15:28:41,321,31710106,2,5,3,CHECK,0,0,1,2,3,1507530505,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_5,15,r
3148,2017/10/09,15:29:40,213,31710106,3,1,11,CHECK,0,0,3,1,2,1507530524,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1,15,F*
3153,2017/10/09,15:30:00,213,31710106,3,2,3,CHECK,0,0,3,1,2,1507530580,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2,15,r
3158,2017/10/09,15:30:15,213,31710106,3,3,3,CHECK,0,0,3,1,2,1507530602,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_3,15,F*
3165,2017/10/09,15:30:31,213,31710106,3,4,5,CHECK,0,0,3,1,2,1507530615,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_4,15,r
3172,2017/10/09,15:30:47,213,31710106,3,5,5,CHECK,0,0,3,1,2,1507530632,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
3177,2017/10/09,15:07:35,321,s31710125,1,1,3,CHECK,0,0,1,2,3,1507529238,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_1,15,F*
3182,2017/10/09,15:07:50,321,s31710125,1,2,3,CHECK,0,0,1,2,3,1507529256,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
3190,2017/10/09,15:08:09,321,s31710125,1,3,5,CHECK,0,0,1,2,3,1507529271,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
3195,2017/10/09,15:08:27,321,s31710125,1,4,3,CHECK,0,0,1,2,3,1507529290,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
3200,2017/10/09,15:08:36,321,s31710125,1,5,3,CHECK,0,0,1,2,3,1507529307,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,15,F*
3205,2017/10/09,15:08:54,321,s31710125,2,1,3,CHECK,0,0,1,2,3,1507529319,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1,15,r
3212,2017/10/09,15:09:17,321,s31710125,2,2,5,CHECK,0,0,1,2,3,1507529335,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
3217,2017/10/09,15:09:31,321,s31710125,2,3,3,CHECK,0,0,1,2,3,1507529358,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3,15,r
3224,2017/10/09,15:09:51,321,s31710125,2,4,5,CHECK,0,0,1,2,3,1507529373,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_4,15,r
3229,2017/10/09,15:10:01,321,s31710125,2,5,3,CHECK,0,0,1,2,3,1507529391,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_5,15,r
3283,2017/10/09,15:32:48,213,s31710125,3,1,43,CHECK,0,0,3,1,2,1507529404,10,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1,15,n
3290,2017/10/09,15:33:17,213,s31710125,3,2,5,CHECK,0,0,3,1,2,1507530772,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2,15,r
3297,2017/10/09,15:33:41,123,s31710125,3,3,5,CHECK,0,0,3,2,1,1507530798,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3,15,r
3305,2017/10/09,15:34:00,123,s31710125,3,4,5,CHECK,0,0,3,2,1,1507530822,2,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_4,15,r
3312,2017/10/09,15:34:27,123,s31710125,3,5,5,CHECK,0,0,3,2,1,1507530841,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
3322,2017/10/09,14:54:43,321,31610097,1,1,7,CHECK,0,0,1,2,3,1507528460,2,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
3332,2017/10/09,14:55:05,321,31610097,1,2,7,CHECK,0,0,1,2,3,1507528484,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
3339,2017/10/09,14:55:16,321,31610097,1,3,5,CHECK,0,0,1,2,3,1507528506,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
3350,2017/10/09,14:55:40,321,31610097,1,4,9,CHECK,0,0,1,2,3,1507528517,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_4,15,n
3360,2017/10/09,14:55:57,321,31610097,1,5,7,CHECK,0,0,1,2,3,1507528541,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,15,F*
3365,2017/10/09,14:56:21,321,31610097,2,1,3,CHECK,0,0,1,2,3,1507528567,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1,15,F*
3373,2017/10/09,14:56:37,321,31610097,2,2,5,CHECK,0,0,1,2,3,1507528582,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,15,F*
3378,2017/10/09,14:56:48,321,31610097,2,3,3,CHECK,0,0,1,2,3,1507528598,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
3383,2017/10/09,14:56:57,321,31610097,2,4,3,CHECK,0,0,1,2,3,1507528609,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_4,15,F*
3388,2017/10/09,14:57:05,321,31610097,2,5,3,CHECK,0,0,1,2,3,1507528618,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_5,15,n
3455,2017/10/09,15:00:03,312,31610097,3,1,57,CHECK,0,0,2,1,3,1507528628,9,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_1,15,r
3460,2017/10/09,15:00:21,321,31610097,3,2,3,CHECK,0,0,1,2,3,1507528808,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
3465,2017/10/09,15:00:32,321,31610097,3,3,3,CHECK,0,0,1,2,3,1507528822,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3,15,r
3472,2017/10/09,15:00:49,321,31610097,3,4,5,CHECK,0,0,1,2,3,1507528832,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_4,15,n
3477,2017/10/09,15:01:05,321,31610097,3,5,3,CHECK,0,0,1,2,3,1507528850,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
3484,2017/10/09,14:57:52,321,314110123,1,1,5,CHECK,0,0,1,2,3,1507528656,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
3505,2017/10/09,14:58:55,321,314110123,1,2,17,CHECK,0,0,1,2,3,1507528674,3,s,1,1,1,1,1,5,1,,,,,,,,,,,1_2,15,n
3510,2017/10/09,14:59:13,321,314110123,1,3,3,CHECK,0,0,1,2,3,1507528741,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
3517,2017/10/09,14:59:25,321,314110123,1,4,5,CHECK,0,0,1,2,3,1507528755,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_4,15,n
3522,2017/10/09,14:59:36,321,314110123,1,5,3,CHECK,0,0,1,2,3,1507528766,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
3527,2017/10/09,14:59:58,321,314110123,2,1,3,CHECK,0,0,1,2,3,1507528780,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1,15,n
3535,2017/10/09,15:00:14,321,314110123,2,2,5,CHECK,0,0,1,2,3,1507528799,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,15,F*
3540,2017/10/09,15:00:23,321,314110123,2,3,3,CHECK,0,0,1,2,3,1507528814,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,15,F*
3545,2017/10/09,15:00:36,321,314110123,2,4,3,CHECK,0,0,1,2,3,1507528824,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_4,15,n
3550,2017/10/09,15:00:48,321,314110123,2,5,3,CHECK,0,0,1,2,3,1507528837,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_5,15,r
3555,2017/10/09,15:01:16,213,314110123,3,1,3,CHECK,0,0,3,1,2,1507528852,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1,15,F*
3560,2017/10/09,15:01:43,213,314110123,3,2,3,CHECK,0,0,3,1,2,1507528877,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2,15,F*
3565,2017/10/09,15:02:01,213,314110123,3,3,3,CHECK,0,0,3,1,2,1507528904,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_3,15,F*
3570,2017/10/09,15:02:18,213,314110123,3,4,3,CHECK,0,0,3,1,2,1507528922,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_4,15,F*
3575,2017/10/09,15:02:29,213,314110123,3,5,3,CHECK,0,0,3,1,2,1507528939,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_5,15,F*
3580,2017/10/09,15:41:46,321,31510147,1,1,3,CHECK,0,0,1,2,3,1507531292,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_1,15,F*
3585,2017/10/09,15:42:00,321,31510147,1,2,3,CHECK,0,0,1,2,3,1507531306,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_2,15,r
3590,2017/10/09,15:42:08,321,31510147,1,3,3,CHECK,0,0,1,2,3,1507531320,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_3,15,r
3595,2017/10/09,15:42:20,321,31510147,1,4,3,CHECK,0,0,1,2,3,1507531329,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_4,15,r
3600,2017/10/09,15:42:35,321,31510147,1,5,3,CHECK,0,0,1,2,3,1507531341,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_5,15,r
3605,2017/10/09,15:42:52,321,31510147,2,1,3,CHECK,0,0,1,2,3,1507531357,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1,15,r
3610,2017/10/09,15:43:02,321,31510147,2,2,3,CHECK,0,0,1,2,3,1507531373,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2,15,r
3615,2017/10/09,15:43:10,321,31510147,2,3,3,CHECK,0,0,1,2,3,1507531382,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3,15,r
3620,2017/10/09,15:43:18,321,31510147,2,4,3,CHECK,0,0,1,2,3,1507531391,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_4,15,r
3625,2017/10/09,15:43:26,321,31510147,2,5,3,CHECK,0,0,1,2,3,1507531398,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_5,15,r
3634,2017/10/09,15:43:57,213,31510147,3,1,7,CHECK,0,0,3,1,2,1507531408,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_1,15,r
3643,2017/10/09,15:44:15,213,31510147,3,2,7,CHECK,0,0,3,1,2,1507531438,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
3648,2017/10/09,15:44:27,213,31510147,3,3,3,CHECK,0,0,3,1,2,1507531455,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_3,15,F*
3653,2017/10/09,15:44:42,213,31510147,3,4,3,CHECK,0,0,3,1,2,1507531468,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_4,15,F*
3658,2017/10/09,15:44:51,213,31510147,3,5,3,CHECK,0,0,3,1,2,1507531483,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_5,15,F*
3667,2017/10/09,14:59:11,321,s3171037,1,1,7,CHECK,0,0,1,2,3,1507528732,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,1_1,15,s
3676,2017/10/09,14:59:21,321,s3171037,1,2,7,CHECK,0,0,1,2,3,1507528752,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_2,15,n
3681,2017/10/09,14:59:31,321,s3171037,1,3,3,CHECK,0,0,1,2,3,1507528762,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
3686,2017/10/09,14:59:42,321,s3171037,1,4,3,CHECK,0,0,1,2,3,1507528772,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_4,15,n
3695,2017/10/09,14:59:58,321,s3171037,1,5,7,CHECK,0,0,1,2,3,1507528783,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
3702,2017/10/09,15:00:15,321,s3171037,2,1,5,CHECK,0,0,1,2,3,1507528801,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1,15,r
3710,2017/10/09,15:00:31,321,s3171037,2,2,5,CHECK,0,0,1,2,3,1507528816,2,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2,15,r
3715,2017/10/09,15:00:45,321,s3171037,2,3,3,CHECK,0,0,1,2,3,1507528831,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3,15,r
3722,2017/10/09,15:00:55,321,s3171037,2,4,5,CHECK,0,0,1,2,3,1507528845,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_4,15,r
3727,2017/10/09,15:01:03,321,s3171037,2,5,3,CHECK,0,0,1,2,3,1507528856,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_5,15,n
3736,2017/10/09,15:01:29,312,s3171037,3,1,7,CHECK,0,0,2,1,3,1507528865,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1,15,n
3752,2017/10/09,15:02:08,213,s3171037,3,2,13,CHECK,0,0,3,1,2,1507528890,2,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2,15,r
3759,2017/10/09,15:02:25,213,s3171037,3,3,5,CHECK,0,0,3,1,2,1507528928,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3,15,r
3764,2017/10/09,15:02:42,213,s3171037,3,4,3,CHECK,0,0,3,1,2,1507528946,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_4,15,r
3777,2017/10/09,15:03:07,213,s3171037,3,5,11,CHECK,0,0,3,1,2,1507528962,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_5,15,F*
