,date,time,ans,InputID,story_num,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st,q,strategy,counts
9744,2017/10/30,14:59:08,534,31610121,4,3,1,5,CHECK,0,0,4,3,5,1509343132,1,f,0,0,1,1,1,3,1,,,,,,,,,,,4_3_1,n,60
9885,2017/10/30,15:04:27,321,31610121,4,3,2,3,CHECK,0,0,1,2,3,1509343452,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,4_3_2,s,60
9891,2017/10/30,15:04:45,123,31610121,4,3,3,3,CHECK,0,0,3,2,1,1509343470,1,f,0,1,1,1,1,4,1,,,,,,,,,r,,4_3_3,r,60
9902,2017/10/30,15:05:05,341,31610121,4,3,4,3,CHECK,0,0,1,4,3,1509343492,1,f,0,0,1,0,1,2,1,,,,,,,,,,,4_3_4,n,60
9922,2017/10/30,15:05:36,123,31610121,4,3,5,3,CHECK,0,0,3,2,1,1509343526,1,f,0,1,1,1,1,4,1,,,,,,,,s,,,4_3_5,s,60
5687,2017/11/06,14:49:01,321,31610121,5,1,1,3,CHECK,0,0,1,2,3,1509947308,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_1,F*,60
5695,2017/11/06,14:49:21,321,31610121,5,1,2,5,CHECK,0,0,1,2,3,1509947342,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_2,r,60
5701,2017/11/06,14:49:40,321,31610121,5,1,3,3,CHECK,0,0,1,2,3,1509947361,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_3,F*,60
5707,2017/11/06,14:49:54,321,31610121,5,1,4,3,CHECK,0,0,1,2,3,1509947381,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_4,F*,60
5713,2017/11/06,14:50:08,321,31610121,5,1,5,3,CHECK,0,0,1,2,3,1509947395,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_1_5,n,60
5723,2017/11/06,14:50:32,325,31610121,5,2,1,7,CHECK,0,0,5,2,3,1509947411,1,f,0,0,1,0,0,1,1,,,,,,,,,,F*,5_2_1,F*,60
5737,2017/11/06,14:51:01,321,31610121,5,2,2,5,CHECK,0,0,1,2,3,1509947446,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_2,r,60
5743,2017/11/06,14:51:14,321,31610121,5,2,3,3,CHECK,0,0,1,2,3,1509947463,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_2_3,F*,60
5749,2017/11/06,14:51:26,321,31610121,5,2,4,3,CHECK,0,0,1,2,3,1509947475,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_2_4,F*,60
5755,2017/11/06,14:51:34,321,31610121,5,2,5,3,CHECK,0,0,1,2,3,1509947487,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_5,n,60
5765,2017/11/06,14:52:03,321,31610121,5,3,1,7,CHECK,0,0,1,2,3,1509947499,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_1,n,60
5773,2017/11/06,14:52:18,321,31610121,5,3,2,5,CHECK,0,0,1,2,3,1509947524,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_2,n,60
5779,2017/11/06,14:52:27,321,31610121,5,3,3,3,CHECK,0,0,1,2,3,1509947539,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_3,n,60
5785,2017/11/06,14:52:46,321,31610121,5,3,4,3,CHECK,0,0,1,2,3,1509947548,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_4,r,60
5791,2017/11/06,14:52:57,321,31610121,5,3,5,3,CHECK,0,0,1,2,3,1509947567,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_5,n,60
4114,2017/10/09,15:04:17,321,31710074,2,1,1,3,CHECK,0,0,1,2,3,1507529039,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_1,F*,60
4119,2017/10/09,15:04:30,321,31710074,2,1,2,3,CHECK,0,0,1,2,3,1507529057,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_2,F*,60
4126,2017/10/09,15:04:46,521,31710074,2,1,3,5,CHECK,0,0,1,2,5,1507529070,1,f,0,0,1,1,1,3,1,,,,,,,,,,,2_1_3,n,60
4134,2017/10/09,15:05:03,321,31710074,2,1,4,3,CHECK,0,0,1,2,3,1507529089,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_4,F*,60
4139,2017/10/09,15:05:19,326,31710074,2,1,5,3,CHECK,0,0,6,2,3,1507529103,1,f,0,1,1,1,0,3,1,,,,,,,,,,F*,2_1_5,F*,60
4149,2017/10/09,15:05:48,321,31710074,2,2,1,3,CHECK,0,0,1,2,3,1507529132,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_1,r,60
4154,2017/10/09,15:05:58,321,31710074,2,2,2,3,CHECK,0,0,1,2,3,1507529148,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_2,r,60
4159,2017/10/09,15:06:04,321,31710074,2,2,3,3,CHECK,0,0,1,2,3,1507529159,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2_3,n,60
4164,2017/10/09,15:06:21,321,31710074,2,2,4,3,CHECK,0,0,1,2,3,1507529165,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2_4,n,60
4169,2017/10/09,15:06:29,321,31710074,2,2,5,3,CHECK,0,0,1,2,3,1507529181,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2_5,n,60
4179,2017/10/09,15:07:25,213,31710074,2,3,1,7,CHECK,0,0,3,1,2,1507529190,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_1,r,60
4184,2017/10/09,15:07:39,213,31710074,2,3,2,3,CHECK,0,0,3,1,2,1507529245,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_2,F*,60
4189,2017/10/09,15:07:50,213,31710074,2,3,3,3,CHECK,0,0,3,1,2,1507529259,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_3,F*,60
4196,2017/10/09,15:08:16,213,31710074,2,3,4,5,CHECK,0,0,3,1,2,1507529270,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_4,r,60
4201,2017/10/09,15:08:31,213,31710074,2,3,5,3,CHECK,0,0,3,1,2,1507529297,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_5,F*,60
7182,2017/10/16,14:45:25,321,31710074,3,1,1,9,CHECK,0,0,1,2,3,1508132704,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_1,n,60
7187,2017/10/16,14:45:39,521,31710074,3,1,2,3,CHECK,0,0,1,2,5,1508132726,1,f,0,0,1,0,0,1,1,,,,,,,,,,,3_1_2,n,60
7197,2017/10/16,14:46:04,321,31710074,3,1,3,5,CHECK,0,0,1,2,3,1508132747,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_3,n,60
7204,2017/10/16,14:46:17,341,31710074,3,1,4,5,CHECK,0,0,1,4,3,1508132764,1,f,0,0,1,0,1,2,1,,,,,,,,,,F*,3_1_4,F*,60
7212,2017/10/16,14:46:38,321,31710074,3,1,5,3,CHECK,0,0,1,2,3,1508132784,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_5,F*,60
7219,2017/10/16,14:46:52,321,31710074,3,2,1,5,CHECK,0,0,1,2,3,1508132800,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_1,n,60
7224,2017/10/16,14:47:07,321,31710074,3,2,2,3,CHECK,0,0,1,2,3,1508132813,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_2,F*,60
7229,2017/10/16,14:47:22,321,31710074,3,2,3,3,CHECK,0,0,1,2,3,1508132827,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_3,F*,60
7236,2017/10/16,14:47:43,321,31710074,3,2,4,5,CHECK,0,0,1,2,3,1508132843,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_4,n,60
7243,2017/10/16,14:48:02,321,31710074,3,2,5,5,CHECK,0,0,1,2,3,1508132863,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_5,n,60
7252,2017/10/16,14:48:23,145,31710074,3,3,1,7,CHECK,0,0,5,4,1,1508132883,1,f,0,0,1,1,0,2,1,,,,,,,,,,,3_3_1,n,60
7290,2017/10/16,14:54:38,231,31710074,3,3,2,3,CHECK,0,0,1,3,2,1508133271,1,f,0,1,1,1,1,4,1,,,,,,,,,,,3_3_2,n,60
7308,2017/10/16,14:55:13,521,31710074,3,3,3,3,CHECK,0,0,1,2,5,1508133295,1,f,0,0,1,0,0,1,1,,,,,,,,,,,3_3_3,n,60
7316,2017/10/16,14:55:34,541,31710074,3,3,4,3,CHECK,0,0,1,4,5,1508133316,1,f,0,0,1,1,0,2,1,,,,,,,,,,,3_3_4,n,60
7332,2017/10/16,14:55:55,521,31710074,3,3,5,3,CHECK,0,0,1,2,5,1508133342,1,f,0,0,1,0,0,1,1,,,,,,,,,,,3_3_5,n,60
9933,2017/10/30,14:31:16,341,31710074,4,1,1,3,CHECK,0,0,1,4,3,1509341440,1,f,0,0,1,0,1,2,1,,,,,,,,,,F*,4_1_1,F*,60
9962,2017/10/30,14:32:53,321,31710074,4,1,2,3,CHECK,0,0,1,2,3,1509341557,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_2,F*,60
9968,2017/10/30,14:33:06,321,31710074,4,1,3,3,CHECK,0,0,1,2,3,1509341574,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,60
9974,2017/10/30,14:33:28,321,31710074,4,1,4,3,CHECK,0,0,1,2,3,1509341587,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_4,F*,60
9980,2017/10/30,14:33:47,321,31710074,4,1,5,3,CHECK,0,0,1,2,3,1509341609,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_5,F*,60
9990,2017/10/30,14:34:24,321,31710074,4,2,1,7,CHECK,0,0,1,2,3,1509341629,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_1,n,60
9996,2017/10/30,14:34:41,321,31710074,4,2,2,3,CHECK,0,0,1,2,3,1509341664,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_2,F*,60
